up_thick,up_mua,up_mus,up_n,up_g,mid_thick,mid_mua,mid_mus,mud_n,mid_g,third_mua,third_mus,third_n,third_g,reflectance_0,reflectance_1,reflectance_2,reflectance_3,reflectance_4
0.16701326601487534,8.134856104923365,168.0392927263382,1.3555438416325514,0.1165760032016423,0.20703372669002953,2.3004435062873423,35.49292998797083,1.374054112305878,0.6978607154489894,0.06890508039547838,22.613260978795502,1.3635963202638792,0.021698204000604293,8.64657e-14,0.0,0.0,0.0,0.0
0.11997228309738245,5.527813685675037,197.8559383218129,1.3018837398946954,0.35588613188654195,0.022221327723560214,0.23101942041455137,143.10704185792173,1.370140256675082,0.4027555065855789,0.19926086195724224,289.23842433777037,1.3945886078174203,0.7477325966436295,4.29977e-11,1.34241e-11,9.034e-12,3.20934e-12,8.82592e-13
0.2486769822035246,9.566230906061799,59.095263124596066,1.3595416986355688,0.9217429257064126,0.21943874634138513,0.5409582246574351,27.902862439699796,1.4393243988875035,0.9562480439976991,0.7966945043946061,28.638940905406184,1.4931167200269775,0.09497274159274038,1.59639e-08,4.4494e-09,2.71652e-09,1.25539e-09,6.77257e-10
0.02588740814052034,4.418537835662363,80.67736368613247,1.461698376675011,0.8666803405914266,0.11386681817536737,0.09681914119614377,27.89926932656287,1.4378259083913751,0.29735452522801875,0.3660616953416135,124.92857203812319,1.4563679751310514,0.6629738308671986,2.36721e-06,8.65424e-07,5.46183e-07,2.10503e-07,7.71933e-08
0.0160438929925,4.15968024405,268.522818299,1.46392324939,0.00751556067929,0.00178653426991,0.132694448511,164.188180957,1.39330325774,0.0197218660705,0.051341140399,278.808519091,1.31590382013,0.678557258586,2.85955e-07,1.16855e-07,8.30404e-08,4.01391e-08,1.98957e-08
0.27321409354419457,7.047360781592858,113.14055073790374,1.4686008523541918,0.036007902169260086,0.05972369654977689,2.9191502710606874,230.84321920137288,1.4360392310764736,0.10686964291521128,0.8698271079140348,176.00653205377455,1.3128975315292086,0.4762219274363527,3.93011e-12,0.0,0.0,0.0,0.0
0.06101828317862944,7.481863338213665,48.06530798491128,1.3320685103065495,0.21760360015517188,0.036855417126424206,2.0912608615848005,262.9571243987263,1.4243422729498771,0.010191354718175782,0.1312795123285454,141.35744317027138,1.3967028668744166,0.11904502695510044,5.54842e-09,1.27132e-09,6.86705e-10,2.15838e-10,6.3367e-11
0.25933711700753453,3.111175444226247,147.04083914853763,1.3526700885429086,0.8264141420040804,0.1606538345011543,0.2583933365553911,272.25271531965933,1.352340921198763,0.7281683314239522,0.901413878110227,63.05097754239851,1.3329525189814186,0.09134534068168143,1.45047e-07,2.18501e-08,1.04841e-08,1.94554e-09,3.11663e-10
0.24971148491620876,5.548772859811637,53.170702635678914,1.3270648212900278,0.6393337147735455,0.11396438235706463,1.5307093047575662,243.71026886812442,1.3399427684570155,0.040112767982885544,0.9584915717215078,15.85166094192032,1.385103557252448,0.9135555406840032,4.82957e-08,5.94181e-09,2.40333e-09,2.94374e-10,3.7717e-11
0.180898587656287,2.527870406595248,131.68930666104444,1.3573992471225236,0.8057745491664877,0.011717466218111938,2.8447827997168265,65.516412964511,1.3625852157363483,0.2764124935361364,0.5769722700473884,238.42644070120753,1.4103754992033901,0.24235058904529128,2.51812e-07,4.42388e-08,2.10021e-08,4.05854e-09,7.88209e-10
0.1481129073297167,7.586046532318003,98.3555326687533,1.30805949943584,0.2778107422570727,0.022576940957163737,0.35448395240930797,80.53297155567505,1.4668527275124132,0.5261324684697971,0.1337627610585047,131.12282064205618,1.3315083428532755,0.13398311745973812,1.0559e-10,6.40359e-12,1.77762e-12,1.15516e-12,4.16372e-13
0.112747569587,2.73748667837,228.69523653,1.43427128546,0.335219372562,0.215066961383,1.10975151679,75.5569429102,1.49181923249,0.121246622016,0.540200079955,147.315477935,1.37240909883,0.636258152219,3.52001e-10,3.74378e-11,1.21755e-11,3.09159e-12,2.84247e-13
0.0651415954197,5.25013477141,64.8274999144,1.30304497373,0.191233874927,0.0583939290452,1.15685487349,245.719420381,1.38515509339,0.793279631647,0.806175267499,281.98062852,1.30863712782,0.70520545086,2.68386e-08,4.41995e-09,2.04384e-09,3.15811e-10,3.78539e-11
0.0014329667384159416,6.386633344966413,282.445691389048,1.3213808761485386,0.3169663370731558,0.20193978158221002,0.18680404661082783,236.41397913413493,1.311157596020363,0.6331269429795995,0.8388887237244365,131.20248505867852,1.4112138342986966,0.49617321534465597,4.70789e-07,1.13804e-07,6.38342e-08,1.6733e-08,5.29076e-09
0.19340821051744325,9.675974074682669,33.46482106161174,1.4582899788446135,0.9362368126302578,0.26533427738670873,1.4562526005176717,210.58056827349063,1.4990532177371776,0.43865032369435486,0.19406673149493536,159.12917787988275,1.481332710571178,0.996758884998023,9.43982e-09,1.80931e-09,8.79458e-10,1.78721e-10,3.45865e-11
0.15997086227683815,2.467262467929542,18.66958220025927,1.3333173761624837,0.14164495531031196,0.2910255164611973,0.4029110186358027,229.71530383015156,1.3953297388200667,0.23078353450153666,0.013891284252667835,155.847824790195,1.3929650423022686,0.7694152732284957,5.49989e-07,1.33937e-07,7.29274e-08,1.96068e-08,4.03873e-09
