epoch,spec_rmsp,absorb_rmsp,s_b,s_s,s_w,s_f,s_m,s_muspx,s_bmie,f_b,f_s,f_f,f_muspx,f_bmie,m_b,m_s,m_w,m_c,m_muspx,m_bmie,i_s,i_muspx,i_bmie,c_s,c_muspx,c_bmie
0.0,12.785003066997074,0.0,0.014966224876333083,0.8422923003988658,0.22459010529759313,0.09725351961788975,0.6631901502081842,98.35079047710319,3.0066612816916978,0.14506266641236357,0.0011702821183748968,0.8549373335876365,4.80182791327103,0.6023767863760271,0.03454850128964408,0.33209426453789737,0.09296859720783696,0.8724829015025191,12.32066813654096,1.4360459905843506,0.6517351187932094,0.22442441880004754,1.068496062409416,0.9756999007132907,1.5101687400466313,1.004360614126964
1.0,12.824143266702162,0.0,0.040022864801426264,0.9544077178582442,0.226953792679786,0.023989781864275656,0.7090335606545122,99.62755920428067,3.002338242407904,0.18240427571421075,0.0009084437227364669,0.8175957242857892,5.794175107011493,0.8000714868877172,0.07709790953043202,0.2557287497179241,0.09268759266946863,0.8302144978000994,12.237354370674801,1.5301901852916893,0.6389679142332796,0.3947355013042908,1.0490021330143462,0.9760629394997538,1.4071295757650517,0.9337430414706882
2.0,12.826908717759576,0.0,0.020819306022831944,0.8822839158459812,0.2303256461870521,0.04072779691339898,0.708127250876717,99.28736921095496,3.0351264406096004,0.1353477025321615,0.0012459643829766602,0.8646522974678386,5.4351466561181585,0.7907988032219626,0.05397889777202673,0.30868023339950695,0.09287128515345323,0.8531498170745201,11.804753134249038,1.4333017680621205,0.6395079603317885,0.39297026843300886,1.0680517967606025,0.9834547984437121,1.4831239170638049,1.0426808713135294
3.0,12.827420899797726,0.0,0.006097212773121668,0.9025079698300923,0.2282860019489871,0.0836872118495427,0.6819295734283486,99.31428181027715,3.068901732997113,0.14882358903546936,0.0010625503424027932,0.8511764109645307,5.1697119729695,0.6484053735961322,0.07646894724315452,0.21585826783543227,0.09297181734746396,0.8305592354093815,12.010717273330869,1.428992391744131,0.647288536712388,0.46157672071969585,1.058997314177296,0.9938814589004783,1.4630583259848144,0.8925905756500423
4.0,12.827954243724763,0.0,0.03934373556677419,0.7963246531455559,0.22691296930843968,0.09546150067380257,0.6382817944509835,98.68963882562659,3.019668443758048,0.1253382149391004,0.001104773763064036,0.8746617850608995,4.745578502160718,0.43690176726123986,0.04001798547900681,0.30297980996857393,0.09299356282845206,0.8669884516925412,12.393207091867462,1.524706167029334,0.6520232101476268,0.24495851523769502,1.0878127828895998,0.977885109038487,1.5299615157987299,1.010831388572114
5.0,12.83426843229163,0.0,0.03831362280784303,0.8740872612101095,0.22715009510830517,0.05222069332324366,0.6823155887606082,97.49295849350759,2.992141556582917,0.16158356609146704,0.0005893571908445786,0.8384164339085329,5.393583663540073,0.6849324300149205,0.03998263317595483,0.29265850242495944,0.0928820268307678,0.8671353399932773,12.316965093954382,1.496197782549762,0.6422657768165647,0.2522342420233939,1.0662790431902762,0.971097952844617,1.4403355248596665,0.942038052084736
6.0,12.836239049113768,0.0,0.0,0.8558003428887003,0.22677210088912492,0.11578859062389191,0.6703049721135057,97.70002761908538,3.0158055833869195,0.12120252277014176,0.001132262850051099,0.8787974772298582,4.852025767954229,0.6471935239450564,0.023946137988105173,0.36882066921741014,0.0929677819564856,0.8830860800554092,12.415322876252716,1.3840956960459203,0.651412915926268,0.11492177375523355,1.0590284442485927,0.9691269703152054,1.5733091849346035,0.9829945993162581
7.0,12.83806872009453,0.0,0.03459226774309338,0.8777492567315535,0.22801518491190498,0.06249953496897179,0.6748930123760298,98.92740332262173,3.010664831437539,0.13960078036290458,0.0012721108154980316,0.8603992196370954,5.109048549079865,0.605742428064745,0.05464596854630563,0.28423747762583895,0.09285685010583121,0.8524971813478631,12.2836948039328,1.5128755132659866,0.6487955006693681,0.2985346583401335,1.075942110809288,0.9767043514658085,1.4872081105773804,0.9813494697825231
8.0,12.839869879531749,0.0,0.033131490084272804,0.9426800600059118,0.2269893505678009,0.03770186892112824,0.7021772904267981,99.16323070604469,3.009863617111511,0.17580006754009275,0.0010427280019228572,0.8241999324599073,5.583790223824905,0.723047546440367,0.06921390689686072,0.28164280027493327,0.09276444182695934,0.8380216512761799,12.198307615825618,1.5186672054740966,0.6416489697914686,0.37699661216470237,1.0538040587258375,0.9766886252702307,1.4248334573841737,0.9312650188963159
9.0,12.841373808313033,0.0,0.04986994042890645,0.9566599343731861,0.23123523547413732,0.016120212672153175,0.702774611424803,99.72118865021716,3.0199329793266223,0.15571211458829953,0.001180293609561238,0.8442878854117005,5.7423878780933455,0.786019236828614,0.08177043603479918,0.24438820004651313,0.09275472367053618,0.8254748402946647,12.034614104566659,1.5236073413684492,0.6415771117837358,0.4249860203305495,1.0524340943507233,0.9805233139931834,1.407480221329343,0.9313554777570265
