epoch,spec_rmsp,absorb_rmsp,s_b,s_s,s_w,s_f,s_m,s_muspx,s_bmie,f_b,f_s,f_f,f_muspx,f_bmie,m_b,m_s,m_w,m_c,m_muspx,m_bmie,i_s,i_muspx,i_bmie,c_s,c_muspx,c_bmie
0.0,5.986118404681491,0.0,0.021234667271527622,0.7579049949244905,0.9854243483374701,0.0,0.035324205389310435,50.55850974121364,2.796314356941694,0.043840532036203625,0.7296833740518504,0.9655362324491968,22.06708680103144,1.0855632054318858,0.07805508340662554,0.13528442649137382,0.15324267987410187,0.31027148651817504,12.379405991887404,0.25757994110328397,0.5959880069503367,1.2338451637175771,1.0714899996869687,0.7901566243529914,0.14894686724063388,1.0
1.0,6.102873164129075,0.0,0.030171221795800274,0.8435599814229566,1.5639741891114958,0.049681592551708974,0.03565930015014339,54.636467916531146,2.9424140600400976,0.03379339560975354,0.5190574156221356,0.9222579049312102,24.27907965744789,1.091450137494337,0.07723917116202461,0.12527149899729756,0.0,0.39380179533745907,12.389866029537064,0.36477999621702717,0.602341281983716,1.3562150043655377,1.0126158822977003,0.8267613219881765,0.08450679842925585,1.0
2.0,6.104555868857197,0.0,0.03405474056568599,0.8840955813836633,0.7377102547135745,0.04106024265898411,0.03567140274746864,49.73022493949534,2.638718125882356,0.03265159945752572,0.5963397196939401,0.9473974381322918,22.688212145660412,1.0246596714873322,0.07747765015396156,0.10995643822984608,0.37322203667353626,0.30657941140820744,12.474832263426118,0.3693386623844243,0.5878002127388119,1.3390071351322783,0.9852814706526829,0.8302164154031122,0.2651882691503846,1.0
3.0,6.104720826363092,0.0,0.04576152235940535,0.8338156322037471,0.7528541505492032,0.027164112952138608,0.03476768065206657,49.35440081334357,2.6889014796006414,0.033855249466703166,0.46415191273991907,0.9470048830337602,23.67516773268591,1.0897285560051198,0.07599034235895157,0.09724107042766914,0.2670153696884067,0.26248910006799137,12.478462583740935,0.35370945489369754,0.579424549278507,1.3850283165443722,1.087002862364141,0.8213211725580137,0.3676832079264055,1.0
4.0,6.121970169606471,0.0,0.029437801435287844,0.8476523838224497,0.07802882678028647,0.05054347440689915,0.03548277894484615,48.21451203027209,2.6618613058228027,0.04158490997800141,0.6962611394574362,0.947272691083498,22.859975818786324,1.0629610890710683,0.07785538375365048,0.08989451770433529,0.25672160420015966,0.49571762674756137,12.513793022191095,0.4079845260378176,0.5774907984139389,1.3328011756245237,1.0,0.87080754637781,0.23020855756110892,1.0
5.0,6.125065156190919,0.0,0.031799474735273794,0.8298657284228047,0.27602891872891044,0.0,0.03587113239558058,47.91219183371164,2.620746911800593,0.009428353725688633,0.5325598430862438,0.949191431550324,24.633424770410844,1.0689940986516007,0.07684222638885584,0.11042157914932918,0.3448386056558415,0.45875711832053323,12.4385258913325,0.4179231222566561,0.5741044289935162,1.212146949324308,1.0,0.8369190047460575,0.14498626538305284,1.0
6.0,6.135177826658904,0.0,0.03955608162590017,0.7148871876347881,0.9533666145229602,0.003830501795217936,0.035452054416790765,50.74577589045899,2.7345949996058314,0.03321208663248753,0.6257966694509123,0.9555642986620023,24.48694990601371,1.0413659031445797,0.07734060688428254,0.1152226638971286,0.08207102462757564,0.3530353152236576,12.251987122573928,0.37371334727493677,0.6049963412526348,1.5452888162577532,1.0302781175144808,0.8121902409253314,0.10383881907266926,1.0
7.0,6.136740944012933,0.0,0.03542775271408329,0.8301178024991227,0.6884425572396331,0.004811380517997491,0.03571709666077128,50.7577089837488,2.677841158800284,0.03862646438007847,0.629556076858621,0.9478947945044462,22.99663029284098,1.0476975979585572,0.07724644305584269,0.10314754595793482,0.23595948776437586,0.3298203103885574,12.319108877119977,0.3558163825782894,0.5861954017522235,1.3946217688561355,0.9833778741904298,0.8241481700156041,0.1570806420656699,1.0
8.0,6.137546321067533,0.0,0.04205083802372114,0.8902949725088611,1.0214219605614587,0.006813685742914783,0.035860077080387714,51.64912951082955,2.7970240367843537,0.027183246720957194,0.5158075961899646,0.9655128567868814,25.59010753664099,1.056831382990556,0.07768639094719715,0.11416721811231492,0.24706329350229803,0.3847230933666246,12.345892740935167,0.4040290547887581,0.5913324022087438,1.5976773388038847,0.9876756847598465,0.833731690091926,0.16697449563175742,1.0
9.0,6.1424387728845256,0.0,0.04469934701103659,0.8994065312984443,0.562182268434697,0.0,0.03502217328272995,48.81320425036239,2.6711501631852403,0.02515164028276006,0.4933403517222884,0.9460262341506711,24.451456687202924,1.1124107395930283,0.07611265517555448,0.0951348808802139,0.19754598569430798,0.34362703602206535,12.457918516304911,0.3799955526035102,0.5731958046075568,1.4000450511330127,1.0958339799725312,0.829016282356806,0.31837102702361214,1.0
10.0,6.143520239765194,0.0,0.045019802639293026,0.8707538576127936,0.6501236201023026,0.022247586790138718,0.03496455943733087,48.45996219960946,2.627582367786781,0.028401405390231033,0.4717144158059584,0.942363159802894,23.97407370428489,1.1148472892665189,0.07667271299764226,0.10180894189847524,0.243296992069779,0.3339113090544173,12.503371910490564,0.39621830335490327,0.5756591033800349,1.3003210557213396,1.0890340194140706,0.8324348777577121,0.3593255701512501,1.0
11.0,6.143776921769547,0.0,0.04514458071751824,0.8744010683685426,0.7003158519294853,0.0013416689790463185,0.034982718111939044,49.29186737246029,2.67698592954866,0.03155246482726141,0.4595874465440378,0.9449536711642426,24.089038704000217,1.096538500683407,0.07593631080028071,0.10012677812086987,0.24087834106581402,0.29483302654394006,12.46427398038268,0.36042005068450456,0.5792337469191196,1.4070677557023568,1.0909566798762402,0.8182212338520147,0.339743493888393,1.0
12.0,6.1442517886741985,0.0,0.038572831784264294,0.8018839588120714,1.157095197647578,0.0023452051807456753,0.035723659818934536,52.76089433275071,2.861060807008993,0.02830446287103451,0.5580528772310162,0.933177861387631,25.123741840209473,1.0979043268374284,0.07763603519191367,0.10914503361250458,0.056008159195063495,0.38218052081320486,12.327712335221918,0.39937989854433387,0.5918632978194617,1.4739693728495866,1.0205470669688546,0.8352222982616655,0.12950239951190348,1.0
13.0,6.144624098603293,0.0,0.04521581837944093,0.8746931204784515,0.7006354657788949,0.00021106846626711074,0.03499067266514543,49.2811255381839,2.6745529861984307,0.03153227804742546,0.4600957006414454,0.9448885779957377,24.09458564572313,1.0959954204919442,0.07592912897942153,0.1000402135840989,0.2403450037889577,0.29510459490541147,12.463706484689105,0.36016456997253155,0.5787728947127719,1.4083828792906083,1.0908885541118325,0.8181029881648022,0.33911695374892453,1.0
14.0,6.1493379750748005,0.0,0.03932892863841257,0.8941078345554998,0.6196770883042576,0.04106024265898411,0.035856088211124765,50.00145354698866,2.6097659273921012,0.03265159945752572,0.5772843660512481,0.9480565936947158,23.64767423739149,1.0579118501501437,0.07775104231418166,0.10841871727563313,0.328213514442558,0.4694046982964638,12.566806572278521,0.4240110407312978,0.5824990231360958,1.3633381148668837,0.993131352971252,0.8721839178129136,0.34858502446457784,1.0
15.0,6.149464708048798,0.0,0.043949859412140684,0.8230565162473731,0.6314616645246343,0.005472145421739909,0.03560062540944155,47.91219183371164,2.6793817758121294,0.027779294211367014,0.5285676632294836,0.9611754087010814,24.633424770410844,1.0689940986516007,0.07695951208354035,0.10556980279371798,0.3448386056558415,0.45875711832053323,12.521094289824047,0.4179231222566561,0.5884609672966783,1.3897680032041604,1.0088311176083902,0.8395287514259169,0.2425991259649942,1.0
16.0,6.14946773117032,0.0,0.03567845248174157,0.8647466823716918,0.5922176747195852,0.052165672179294416,0.036037429419997706,49.21320127141824,2.5997350054253108,0.027989137389001155,0.5297821259157633,0.9468183776327506,23.800416092747877,1.0492432959502846,0.0780423465167438,0.11771925016629159,0.2323765145417735,0.36927091387745414,12.502783931016042,0.415046851771227,0.5880140901550215,1.2223378144895267,1.00521035938895,0.8460013433127658,0.23160958613500657,1.0
