wl,mm,ml,fat,skin
747.9475708,0.021284864,0.021284864,0.003046133,0.138945252
748.9395142,0.021221586,0.021221586,0.002972745,0.138947194
749.9310913,0.021184925,0.021184925,0.002856973,0.139420884
751.0639038,0.021040254,0.021040254,0.002788815,0.138782624
752.0547485,0.020880713,0.020880713,0.0026901,0.138230688
753.0452271,0.020918893,0.020918893,0.002681842,0.138568446
754.0353394,0.020923759,0.020923759,0.002715157,0.138389781
755.0250854,0.020782424,0.020782424,0.002635707,0.137849222
756.0145264,0.020801173,0.020801173,0.002649462,0.137900183
757.00354,0.020794088,0.020794088,0.00261986,0.138038359
757.9922485,0.020747767,0.020747767,0.002602487,0.137805289
758.9805908,0.020644562,0.020644562,0.002539337,0.137443685
759.9685669,0.02071733,0.02071733,0.002587066,0.137677978
760.9561768,0.020768154,0.020768154,0.002679554,0.137460031
761.9434204,0.020734502,0.020734502,0.002672013,0.137257928
762.9303589,0.020684997,0.020684997,0.002628782,0.137167947
764.0578003,0.020562343,0.020562343,0.002531407,0.136882213
765.0439453,0.020623915,0.020623915,0.002602823,0.136880288
766.0296631,0.020501495,0.020501495,0.002600436,0.135983515
767.0150757,0.020562746,0.020562746,0.002590048,0.136506918
768.0001221,0.020462036,0.020462036,0.002555432,0.135979831
768.9848022,0.020531189,0.020531189,0.002598938,0.136214437
769.9691162,0.020449708,0.020449708,0.002584252,0.135702053
770.953064,0.02056411,0.02056411,0.002621495,0.136314219
771.9366455,0.020334719,0.020334719,0.002458081,0.135659201
773.0603027,0.020323458,0.020323458,0.002514556,0.135210963
774.0431519,0.020403908,0.020403908,0.002593057,0.135303988
775.0255737,0.020428905,0.020428905,0.002506934,0.136045834
776.0076294,0.020399335,0.020399335,0.002506681,0.135827135
776.9893188,0.020342873,0.020342873,0.002511616,0.135374594
777.9707031,0.020120706,0.020120706,0.00240911,0.134380473
778.9516602,0.020220302,0.020220302,0.002512238,0.134457291
779.932251,0.020226823,0.020226823,0.002507834,0.13453429
781.0524902,0.020170932,0.020170932,0.00253313,0.133954652
782.0323486,0.020192724,0.020192724,0.002539733,0.134074427
783.0117798,0.020350838,0.020350838,0.002592138,0.134914481
783.9908447,0.02016908,0.02016908,0.002531434,0.133951792
784.9695435,0.020333189,0.020333189,0.002640204,0.134472896
785.947876,0.020153959,0.020153959,0.002548658,0.133728008
787.0655518,0.02015385,0.02015385,0.002501342,0.134032437
788.0430908,0.020213015,0.020213015,0.002596796,0.133857499
789.0202637,0.020084458,0.020084458,0.002592098,0.132929914
789.9970093,0.020104799,0.020104799,0.002492416,0.133724538
790.9734497,0.019993817,0.019993817,0.002495966,0.132874696
791.9495239,0.020294539,0.020294539,0.002604291,0.134416591
793.0645142,0.020088534,0.020088534,0.002606899,0.132864799
794.0397949,0.020017987,0.020017987,0.002610742,0.132314352
795.0146484,0.020049574,0.020049574,0.002553256,0.132920565
795.9891357,0.01992638,0.01992638,0.002462296,0.132589421
796.9632568,0.019858145,0.019858145,0.002459289,0.132100393
797.9370117,0.019943877,0.019943877,0.002484238,0.132578244
799.0493774,0.020184454,0.020184454,0.002678129,0.133119999
800.0223389,0.01991579,0.01991579,0.002553501,0.131922136
800.994873,0.020010882,0.020010882,0.002692199,0.131735923
801.967041,0.01983732,0.01983732,0.002610267,0.130971248
802.9388428,0.020087287,0.020087287,0.002677866,0.132397689
804.0490112,0.020148592,0.020148592,0.002692341,0.132761099
805.0200195,0.020091058,0.020091058,0.002673964,0.132450958
805.9906006,0.020076588,0.020076588,0.002744596,0.131887485
806.9608765,0.019950366,0.019950366,0.002738891,0.130983796
807.9307251,0.019805035,0.019805035,0.002623854,0.130643034
809.0386353,0.020251726,0.020251726,0.002882763,0.132301125
810.0076294,0.019842086,0.019842086,0.002785818,0.129874248
810.9763184,0.019848486,0.019848486,0.002657515,0.130749638
811.9445801,0.019797491,0.019797491,0.002579396,0.130873627
813.0506592,0.019959652,0.019959652,0.002759171,0.13092216
814.0181274,0.019745615,0.019745615,0.002608098,0.130301929
814.9851685,0.019932445,0.019932445,0.002735198,0.130874092
815.9518433,0.019784641,0.019784641,0.002591512,0.130699711
817.0561523,0.019777003,0.019777003,0.002529011,0.131046008
818.0219727,0.019522303,0.019522303,0.002454658,0.129627862
818.9874268,0.019517592,0.019517592,0.002421887,0.129804177
819.9525146,0.019731928,0.019731928,0.002550974,0.130568468
821.0549927,0.019547578,0.019547578,0.002392471,0.130217368
822.0192261,0.019501839,0.019501839,0.002435166,0.129601127
822.9830322,0.019442274,0.019442274,0.002406673,0.129341115
823.9465332,0.019411871,0.019411871,0.00246147,0.128761072
825.0471191,0.019433819,0.019433819,0.002450203,0.1289973
826.0097656,0.019310166,0.019310166,0.002328842,0.128858862
826.9720459,0.019384125,0.019384125,0.002404661,0.128920826
827.9338379,0.01935994,0.01935994,0.002379274,0.128904391
829.0326538,0.019397785,0.019397785,0.002466921,0.128620954
829.9936523,0.019255717,0.019255717,0.002382813,0.128104981
830.9542847,0.019237088,0.019237088,0.002337534,0.128258276
832.0516357,0.019202627,0.019202627,0.002348817,0.127928709
833.0114136,0.019240741,0.019240741,0.002370398,0.128073481
833.9708252,0.019291816,0.019291816,0.00244677,0.127961364
835.0667725,0.01924741,0.01924741,0.00242228,0.127788475
836.0252686,0.019256879,0.019256879,0.002495306,0.127387929
836.9834595,0.01906839,0.01906839,0.002387284,0.126680343
837.9411621,0.019306119,0.019306119,0.002479401,0.127857432
839.0352783,0.019323156,0.019323156,0.002430666,0.128298771
839.9921875,0.019317602,0.019317602,0.002611157,0.127093017
840.9486694,0.019352122,0.019352122,0.002563833,0.127655523
842.0413208,0.019269565,0.019269565,0.002559808,0.127066341
842.9970093,0.019492807,0.019492807,0.002685583,0.127918358
843.9522095,0.019144086,0.019144086,0.00257233,0.126050603
845.043457,0.019312276,0.019312276,0.002746607,0.126179527
845.9978638,0.019526429,0.019526429,0.002764923,0.127657048
846.9518433,0.019318869,0.019318869,0.002716647,0.126421932
848.041626,0.019259715,0.019259715,0.002682019,0.126204554
848.994812,0.019441372,0.019441372,0.002798318,0.126807843
849.9475098,0.019391247,0.019391247,0.002817072,0.126313374
851.0358887,0.019523382,0.019523382,0.002912948,0.126679415
851.987793,0.01944411,0.01944411,0.002877288,0.126318799
852.93927,0.019618413,0.019618413,0.00305095,0.126497239
854.0261841,0.01964645,0.01964645,0.0029521,0.127343836
854.9767456,0.019493104,0.019493104,0.002920279,0.126406522
856.0626831,0.019530534,0.019530534,0.002941252,0.126550116
857.0124512,0.019267904,0.019267904,0.00282024,0.12537389
857.961792,0.019135336,0.019135336,0.002721862,0.125020756
859.0462646,0.019102787,0.019102787,0.002842771,0.123998235
859.994751,0.01895481,0.01895481,0.002620239,0.124331218
860.9428101,0.01923995,0.01923995,0.002702638,0.125924265
862.0258179,0.018924888,0.018924888,0.002670197,0.123785983
862.9730225,0.019138083,0.019138083,0.002788607,0.124610645
864.0549927,0.019055536,0.019055536,0.002736681,0.124330557
865.0013428,0.019167283,0.019167283,0.002726213,0.125230725
865.9472656,0.019017168,0.019017168,0.002723608,0.12412901
867.027771,0.019015956,0.019015956,0.002727885,0.124092388
867.9728394,0.018977788,0.018977788,0.002734005,0.123768514
869.0523682,0.019118394,0.019118394,0.002830016,0.124196806
869.996521,0.018778064,0.018778064,0.002742468,0.122225748
870.9402466,0.019206323,0.019206323,0.003041057,0.123490519
872.0183105,0.019357243,0.019357243,0.003062561,0.124476327
872.9611816,0.019467825,0.019467825,0.00312332,0.124908321
874.038269,0.019244004,0.019244004,0.003175964,0.122900987
874.9802246,0.019571584,0.019571584,0.003388892,0.123968195
876.0562744,0.019797075,0.019797075,0.003583881,0.124390464
876.9973755,0.019823033,0.019823033,0.003672561,0.124011795
877.9380493,0.020036933,0.020036933,0.003909864,0.124074717
879.0126343,0.020064228,0.020064228,0.003888346,0.124416915
879.9523926,0.019899147,0.019899147,0.003848155,0.123446148
881.0259399,0.019895693,0.019895693,0.003777264,0.123877736
881.9648438,0.019850028,0.019850028,0.003736719,0.12379905
883.0373535,0.019776968,0.019776968,0.003785707,0.122938642
883.9754028,0.019702276,0.019702276,0.003702537,0.122918634
885.046875,0.019801819,0.019801819,0.003818024,0.122915326
885.9840088,0.019830769,0.019830769,0.003875794,0.122758357
887.0544434,0.020030684,0.020030684,0.004090579,0.122862342
887.9906616,0.020093128,0.020093128,0.004201801,0.122610113
889.0601196,0.02038875,0.02038875,0.00449746,0.122905494
889.9954224,0.020669327,0.020669327,0.004680838,0.123813119
891.0638428,0.020750664,0.020750664,0.004890093,0.123069238
891.998291,0.021323611,0.021323611,0.005394048,0.124087257
893.0656738,0.021606352,0.021606352,0.005624983,0.124704208
893.9991455,0.021923112,0.021923112,0.006040154,0.124386105
895.0655518,0.022191081,0.022191081,0.006330196,0.124511677
895.9981079,0.022474046,0.022474046,0.006705796,0.124197048
897.0634155,0.022856689,0.022856689,0.007089238,0.12457453
897.9951172,0.023492584,0.023492584,0.007605672,0.125981085
899.0594482,0.024055805,0.024055805,0.008221863,0.126202592
899.9902344,0.024565049,0.024565049,0.008747771,0.126604337
901.0534668,0.025471702,0.025471702,0.009608648,0.127806289
901.9833374,0.02622837,0.02622837,0.010504835,0.127662903
903.0455322,0.027616148,0.027616148,0.011801141,0.129640781
903.9744873,0.028619962,0.028619962,0.012810841,0.130606623
905.0356445,0.029780988,0.029780988,0.014014094,0.131495241
