wl,skin,fat,mm,ml
677,2.8653333333333335,1.976846153846154,0.6864794871794873,0.6007820512820513
678,2.857,1.9714615384615386,0.6847615384615385,0.5991538461538461
679,2.848666666666667,1.9660769230769233,0.6830435897435898,0.5975256410256411
680,2.8391025641025647,1.9623333333333335,0.6814384615384615,0.5962153846153846
681,2.8292307692307697,1.9590000000000003,0.6798615384615385,0.5949846153846154
682,2.8193589743589746,1.9556666666666669,0.6782846153846154,0.5937538461538462
683,2.8094871794871796,1.9523333333333335,0.6767076923076923,0.5925230769230769
684,2.7996153846153846,1.949,0.6751307692307692,0.5912923076923077
685,2.78974358974359,1.9456666666666669,0.6735538461538462,0.5900615384615385
686,2.779871794871795,1.9423333333333335,0.671976923076923,0.5888307692307693
687,2.77,1.939,0.6704,0.5876
688,2.759358974358974,1.9314358974358974,0.6689128205128205,0.5858692307692308
689,2.7487179487179487,1.9238717948717947,0.6674256410256411,0.5841384615384615
690,2.738076923076923,1.9163076923076923,0.6659384615384615,0.5824076923076923
691,2.727435897435897,1.9087435897435896,0.664451282051282,0.5806769230769231
692,2.7167948717948716,1.901179487179487,0.6629641025641025,0.5789461538461539
693,2.7061538461538457,1.8936153846153843,0.6614769230769231,0.5772153846153846
694,2.69551282051282,1.8860512820512816,0.6599897435897436,0.5754846153846154
695,2.6854358974358967,1.8788717948717946,0.658251282051282,0.5735358974358974
696,2.6776153846153843,1.8732307692307688,0.6555076923076922,0.5707153846153845
697,2.6697948717948714,1.8675897435897433,0.6527641025641026,0.5678948717948717
698,2.661974358974359,1.8619487179487177,0.6500205128205128,0.565074358974359
699,2.654153846153846,1.8563076923076922,0.6472769230769231,0.5622538461538462
700,2.6463333333333336,1.8506666666666665,0.6445333333333333,0.5594333333333333
701,2.6385128205128208,1.845025641025641,0.6417897435897436,0.5566128205128206
702,2.6306923076923083,1.8393846153846154,0.6390461538461538,0.5537923076923078
703,2.6244102564102567,1.8333846153846154,0.6358256410256411,0.5508794871794873
704,2.6204358974358977,1.8268461538461538,0.6318897435897436,0.5478282051282052
705,2.6164615384615386,1.8203076923076922,0.6279538461538462,0.5447769230769232
706,2.6124871794871796,1.8137692307692306,0.6240179487179487,0.541725641025641
707,2.608512820512821,1.8072307692307692,0.6200820512820513,0.538674358974359
708,2.604538461538462,1.8006923076923076,0.6161461538461538,0.5356230769230769
709,2.600564102564103,1.794153846153846,0.6122102564102564,0.5325717948717948
710,2.596589743589744,1.7876153846153844,0.6082743589743589,0.5295205128205127
711,2.585415584415584,1.7804025974025972,0.6061701298701299,0.5279415584415584
712,2.569441558441558,1.7727402597402595,0.605287012987013,0.5273441558441558
713,2.5534675324675327,1.765077922077922,0.6044038961038961,0.5267467532467532
714,2.5374935064935067,1.7574155844155843,0.6035207792207792,0.5261493506493506
715,2.5215194805194807,1.7497532467532468,0.6026376623376624,0.525551948051948
716,2.5055454545454547,1.7420909090909091,0.6017545454545454,0.5249545454545455
717,2.4895714285714288,1.7344285714285714,0.6008714285714286,0.524357142857143
718,2.473597402597403,1.726766233766234,0.5999883116883117,0.5237597402597404
719,2.465922077922078,1.720038961038961,0.597725974025974,0.5211753246753248
720,2.459168831168831,1.7134155844155845,0.5953103896103896,0.51837012987013
721,2.452415584415584,1.7067922077922077,0.5928948051948052,0.5155649350649351
722,2.4456623376623376,1.700168831168831,0.5904792207792208,0.5127597402597402
723,2.4389090909090907,1.6935454545454545,0.5880636363636363,0.5099545454545454
724,2.4321558441558437,1.6869220779220777,0.5856480519480519,0.5071493506493505
725,2.4254025974025972,1.6802987012987012,0.5832324675324675,0.5043441558441557
726,2.4181038961038954,1.6736493506493504,0.5808064935064934,0.5017935064935064
727,2.408623376623376,1.6668961038961037,0.578338961038961,0.5002610389610389
728,2.3991428571428566,1.660142857142857,0.5758714285714285,0.49872857142857135
729,2.389662337662337,1.6533896103896104,0.5734038961038961,0.49719610389610386
730,2.3801818181818177,1.6466363636363637,0.5709363636363636,0.49566363636363636
731,2.3707012987012983,1.639883116883117,0.5684688311688312,0.4941311688311688
732,2.361220779220779,1.6331298701298702,0.5660012987012987,0.4925987012987013
733,2.35174025974026,1.6263766233766235,0.5635337662337663,0.49106623376623376
734,2.3443684210526317,1.620434210526316,0.5614907894736842,0.4894118421052632
735,2.3391052631578946,1.6153026315789476,0.5598723684210527,0.4876355263157895
736,2.333842105263158,1.6101710526315791,0.558253947368421,0.4858592105263158
737,2.328578947368421,1.6050394736842106,0.5566355263157895,0.48408289473684213
738,2.3233157894736842,1.5999078947368424,0.555017105263158,0.48230657894736845
739,2.3180526315789476,1.5947763157894739,0.5533986842105264,0.48053026315789477
740,2.3127894736842105,1.5896447368421054,0.5517802631578949,0.4787539473684211
741,2.307526315789474,1.5845131578947371,0.5501618421052632,0.4769776315789474
742,2.2982337662337664,1.5794415584415586,0.5481064935064935,0.4754675324675325
743,2.2884935064935066,1.5743766233766234,0.5460025974025975,0.473987012987013
744,2.2787532467532468,1.5693116883116882,0.5438987012987013,0.4725064935064935
745,2.269012987012987,1.5642467532467532,0.5417948051948053,0.471025974025974
746,2.259272727272727,1.559181818181818,0.5396909090909091,0.4695454545454545
747,2.2495324675324673,1.554116883116883,0.537587012987013,0.468064935064935
748,2.239792207792207,1.5490519480519478,0.5354831168831169,0.4665844155844155
749,2.2310789473684207,1.5440263157894734,0.5332999999999999,0.46494210526315777
750,2.226473684210526,1.5391578947368418,0.5307999999999999,0.46265263157894726
751,2.221868421052631,1.5342894736842103,0.5283,0.46036315789473675
752,2.2172631578947364,1.5294210526315788,0.5257999999999999,0.4580736842105262
753,2.212657894736842,1.5245526315789473,0.5233,0.4557842105263157
754,2.2080526315789473,1.5196842105263155,0.5207999999999999,0.4534947368421052
755,2.2034473684210525,1.514815789473684,0.5183,0.4512052631578946
756,2.1988421052631577,1.5099473684210525,0.5157999999999999,0.4489157894736841
757,2.192263157894737,1.5048421052631578,0.5135605263157894,0.4464368421052631
758,2.1843684210526315,1.499578947368421,0.5114947368421052,0.44383157894736835
759,2.176473684210526,1.4943157894736843,0.509428947368421,0.44122631578947363
760,2.168578947368421,1.4890526315789474,0.5073631578947368,0.4386210526315789
761,2.1606842105263158,1.4837894736842105,0.5052973684210527,0.4360157894736842
762,2.1527894736842104,1.4785263157894737,0.5032315789473684,0.43341052631578947
763,2.1448947368421054,1.473263157894737,0.5011657894736842,0.43080526315789475
764,2.137,1.4680000000000002,0.4991,0.4282
765,2.1326,1.4645333333333335,0.49859333333333333,0.42829333333333336
766,2.1282,1.4610666666666667,0.4980866666666667,0.4283866666666667
767,2.1238,1.4576,0.49758,0.42848
768,2.1194,1.4541333333333335,0.4970733333333333,0.42857333333333336
769,2.115,1.4506666666666668,0.49656666666666666,0.4286666666666667
770,2.1106000000000003,1.4472,0.49606,0.42876000000000003
771,2.1062000000000003,1.4437333333333333,0.49555333333333335,0.42885333333333336
772,2.100184210526316,1.4399605263157895,0.4942934210526316,0.42790657894736844
773,2.0925526315789473,1.4358815789473685,0.49228026315789475,0.42591973684210527
774,2.084921052631579,1.4318026315789474,0.4902671052631579,0.42393289473684215
775,2.0772894736842105,1.4277236842105263,0.4882539473684211,0.42194605263157897
776,2.0696578947368423,1.4236447368421052,0.4862407894736842,0.4199592105263158
777,2.0620263157894736,1.4195657894736844,0.4842276315789474,0.4179723684210527
778,2.0543947368421054,1.4154868421052633,0.48221447368421055,0.4159855263157895
779,2.0467631578947367,1.4114078947368423,0.4802013157894737,0.4139986842105264
780,2.04264,1.4074000000000002,0.478416,0.41274400000000006
781,2.0389066666666666,1.4034000000000002,0.476656,0.4115706666666667
782,2.0351733333333333,1.3994000000000002,0.47489600000000004,0.4103973333333334
783,2.03144,1.3954000000000002,0.473136,0.40922400000000003
784,2.027706666666667,1.3914000000000002,0.471376,0.40805066666666673
785,2.0239733333333336,1.3874000000000002,0.46961600000000003,0.40687733333333337
786,2.0202400000000003,1.3834000000000002,0.46785600000000005,0.40570400000000006
787,2.0160800000000005,1.3804666666666667,0.46646933333333335,0.4046053333333334
788,2.01128,1.3791333333333333,0.4656426666666667,0.40361866666666674
789,2.0064800000000003,1.3778000000000001,0.464816,0.40263200000000005
790,2.0016800000000003,1.3764666666666667,0.46398933333333336,0.40164533333333335
791,1.9968800000000002,1.3751333333333333,0.46316266666666667,0.4006586666666667
792,1.99208,1.3738000000000001,0.462336,0.399672
793,1.9872800000000002,1.3724666666666667,0.4615093333333334,0.3986853333333334
794,1.98248,1.3711333333333333,0.4606826666666667,0.3976986666666667
795,1.9766000000000001,1.3662,0.459064,0.39593200000000006
796,1.9706000000000001,1.3608666666666667,0.4573573333333334,0.3940786666666667
797,1.9646000000000001,1.3555333333333335,0.4556506666666667,0.39222533333333337
798,1.9586000000000001,1.3502,0.453944,0.39037200000000005
799,1.9526000000000001,1.3448666666666667,0.4522373333333334,0.3885186666666667
800,1.9466,1.3395333333333335,0.4505306666666667,0.38666533333333336
801,1.9405999999999999,1.3342,0.448824,0.38481200000000004
802,1.9348918918918918,1.329864864864865,0.44735675675675673,0.3835486486486486
803,1.9296216216216215,1.327027027027027,0.44624864864864866,0.3831702702702703
804,1.9243513513513513,1.3241891891891893,0.44514054054054053,0.3827918918918919
805,1.9190810810810812,1.3213513513513513,0.44403243243243246,0.3824135135135135
806,1.913810810810811,1.3185135135135135,0.4429243243243243,0.38203513513513515
807,1.9085405405405407,1.3156756756756758,0.4418162162162162,0.38165675675675675
808,1.9032702702702704,1.3128378378378378,0.4407081081081081,0.3812783783783784
809,1.8980000000000001,1.31,0.4396,0.3809
810,1.8937333333333335,1.3064,0.43777333333333335,0.3791933333333333
811,1.8894666666666666,1.3028000000000002,0.43594666666666665,0.3774866666666667
812,1.8852,1.2992000000000001,0.43412,0.37578
813,1.8809333333333333,1.2956,0.4322933333333333,0.3740733333333333
814,1.8766666666666667,1.292,0.43046666666666666,0.3723666666666667
815,1.8723999999999998,1.2884000000000002,0.42864,0.37066
816,1.8681333333333332,1.2848000000000002,0.4268133333333333,0.3689533333333333
817,1.8647837837837837,1.2819864864864867,0.4257581081081081,0.36774864864864865
818,1.8623513513513512,1.2799594594594597,0.4254743243243243,0.3670459459459459
819,1.859918918918919,1.2779324324324326,0.42519054054054056,0.36634324324324324
820,1.8574864864864864,1.2759054054054055,0.42490675675675676,0.3656405405405405
821,1.855054054054054,1.2738783783783785,0.42462297297297297,0.36493783783783784
822,1.8526216216216216,1.2718513513513514,0.42433918918918917,0.3642351351351351
823,1.8501891891891893,1.2698243243243243,0.42405540540540543,0.36353243243243244
824,1.8474657534246575,1.2675890410958903,0.4236575342465753,0.3627575342465753
825,1.842123287671233,1.2634794520547945,0.42223287671232873,0.3613328767123287
826,1.8367808219178083,1.2593698630136987,0.4208082191780822,0.3599082191780822
827,1.8314383561643837,1.2552602739726029,0.4193835616438356,0.3584835616438356
828,1.8260958904109592,1.2511506849315068,0.4179589041095891,0.35705890410958907
829,1.8207534246575345,1.247041095890411,0.4165342465753425,0.3556342465753425
830,1.8154109589041099,1.2429315068493152,0.4151095890410959,0.3542095890410959
831,1.8100684931506854,1.2388219178082194,0.4136849315068494,0.35278493150684936
832,1.8065135135135137,1.2357297297297298,0.4123405405405406,0.35202432432432434
833,1.8034054054054056,1.232891891891892,0.41101621621621626,0.35142972972972975
834,1.8002972972972975,1.230054054054054,0.4096918918918919,0.35083513513513515
835,1.7971891891891894,1.2272162162162163,0.4083675675675676,0.35024054054054055
836,1.7940810810810812,1.2243783783783786,0.4070432432432433,0.34964594594594595
837,1.790972972972973,1.2215405405405406,0.405718918918919,0.3490513513513514
838,1.787864864864865,1.2187027027027029,0.40439459459459465,0.3484567567567568
839,1.7832054794520549,1.216178082191781,0.4031506849315069,0.34785342465753427
840,1.7762191780821919,1.214123287671233,0.402027397260274,0.3472369863013699
841,1.7692328767123289,1.2120684931506849,0.4009041095890411,0.3466205479452055
842,1.7622465753424659,1.210013698630137,0.3997808219178082,0.3460041095890411
843,1.7552602739726029,1.207958904109589,0.39865753424657535,0.3453876712328767
844,1.7482739726027396,1.205904109589041,0.3975342465753424,0.34477123287671235
845,1.7412876712328766,1.203849315068493,0.39641095890410954,0.3441547945205479
846,1.7348243243243244,1.2017027027027025,0.39503513513513505,0.34321081081081073
847,1.7330675675675675,1.1987297297297297,0.3913864864864864,0.33931891891891885
848,1.7313108108108108,1.1957567567567566,0.3877378378378377,0.3354270270270269
849,1.729554054054054,1.1927837837837836,0.38408918918918905,0.33153513513513505
850,1.7277972972972973,1.1898108108108107,0.3804405405405404,0.3276432432432431
851,1.7260405405405406,1.1868378378378377,0.3767918918918918,0.32375135135135125
852,1.7242837837837837,1.1838648648648646,0.3731432432432431,0.3198594594594593
853,1.722527027027027,1.1808918918918918,0.36949459459459444,0.31596756756756744
854,1.7182083333333331,1.1782499999999998,0.3691194444444445,0.31542222222222227
855,1.7127916666666665,1.1757499999999999,0.3701472222222223,0.31631111111111115
856,1.7073749999999999,1.17325,0.37117500000000003,0.31720000000000004
857,1.7019583333333332,1.17075,0.3722027777777778,0.3180888888888889
858,1.6965416666666666,1.1682499999999998,0.37323055555555557,0.3189777777777778
859,1.691125,1.1657499999999998,0.37425833333333336,0.3198666666666667
860,1.6857083333333334,1.16325,0.37528611111111115,0.32075555555555557
861,1.6822465753424658,1.1616575342465754,0.37537534246575344,0.320713698630137
862,1.6807397260273973,1.160972602739726,0.37452602739726026,0.31974109589041094
863,1.6792328767123288,1.1602876712328767,0.37367671232876715,0.3187684931506849
864,1.6777260273972603,1.1596027397260273,0.372827397260274,0.31779589041095885
865,1.6762191780821918,1.158917808219178,0.3719780821917808,0.31682328767123286
866,1.6747123287671233,1.1582328767123287,0.37112876712328763,0.3158506849315068
867,1.6732054794520548,1.1575479452054795,0.37027945205479446,0.31487808219178076
868,1.6709999999999998,1.156222222222222,0.3693027777777777,0.31387222222222216
869,1.6659999999999997,1.1523333333333332,0.36781666666666657,0.3127333333333333
870,1.6609999999999998,1.1484444444444444,0.3663305555555555,0.3115944444444444
871,1.6559999999999997,1.1445555555555555,0.3648444444444444,0.31045555555555554
872,1.6509999999999998,1.1406666666666667,0.3633583333333333,0.30931666666666663
873,1.646,1.1367777777777777,0.3618722222222222,0.3081777777777778
874,1.6409999999999998,1.1328888888888888,0.3603861111111111,0.30703888888888886
875,1.636,1.129,0.3589,0.3059
876,1.6325753424657534,1.1262602739726026,0.35663972602739724,0.3041739726027397
877,1.6291506849315067,1.1235205479452055,0.3543794520547945,0.30244794520547946
878,1.6257260273972602,1.1207808219178081,0.35211917808219173,0.30072191780821916
879,1.6223013698630135,1.1180410958904108,0.349858904109589,0.29899589041095886
880,1.618876712328767,1.1153013698630136,0.3475986301369862,0.29726986301369857
881,1.6154520547945204,1.1125616438356163,0.34533835616438346,0.2955438356164383
882,1.6120273972602739,1.1098219178082191,0.3430780821917807,0.293817808219178
883,1.6088309859154928,1.108112676056338,0.34214366197183094,0.29239295774647883
884,1.605732394366197,1.1068450704225352,0.3417774647887324,0.2910971830985915
885,1.6026338028169014,1.1055774647887324,0.3414112676056338,0.2898014084507042
886,1.5995352112676056,1.1043098591549296,0.3410450704225352,0.28850563380281685
887,1.5964366197183097,1.1030422535211268,0.3406788732394366,0.2872098591549295
888,1.593338028169014,1.101774647887324,0.340312676056338,0.28591408450704225
889,1.5902394366197181,1.1005070422535213,0.3399464788732394,0.2846183098591549
890,1.5856666666666666,1.0975,0.3369166666666666,0.2818666666666666
891,1.580111111111111,1.0933333333333333,0.332111111111111,0.2781444444444444
892,1.5745555555555555,1.0891666666666666,0.3273055555555555,0.2744222222222222
893,1.569,1.085,0.3225,0.2707
894,1.5634444444444446,1.0808333333333335,0.3176944444444445,0.2669777777777778
895,1.557888888888889,1.0766666666666669,0.312888888888889,0.2632555555555556
896,1.5523333333333336,1.0725000000000002,0.30808333333333343,0.2595333333333334
897,1.548323943661972,1.069211267605634,0.3051830985915493,0.2572380281690141
898,1.5466338028169015,1.0672394366197184,0.30514084507042255,0.25708309859154926
899,1.544943661971831,1.0652676056338028,0.3050985915492958,0.2569281690140845
900,1.5432535211267606,1.0632957746478875,0.305056338028169,0.2567732394366197
901,1.5415633802816902,1.061323943661972,0.30501408450704226,0.2566183098591549
902,1.5398732394366197,1.0593521126760566,0.3049718309859155,0.25646338028169013
903,1.5381830985915492,1.057380281690141,0.3049295774647887,0.25630845070422537
904,1.5362916666666666,1.0550833333333336,0.3045833333333334,0.25573750000000006
905,1.5339305555555556,1.052027777777778,0.30352777777777784,0.2541958333333334
906,1.5315694444444445,1.0489722222222224,0.30247222222222225,0.2526541666666667
907,1.5292083333333333,1.0459166666666668,0.30141666666666667,0.2511125
908,1.5268472222222222,1.0428611111111112,0.30036111111111113,0.24957083333333335
909,1.524486111111111,1.0398055555555556,0.29930555555555555,0.24802916666666666
910,1.522125,1.03675,0.29825,0.2464875
911,1.5195915492957746,1.034,0.2974915492957747,0.24534647887323952
912,1.515507042253521,1.034,0.29940704225352116,0.24781126760563385
913,1.5114225352112676,1.034,0.3013225352112677,0.25027605633802824
914,1.507338028169014,1.034,0.30323802816901413,0.25274084507042255
915,1.5032535211267604,1.034,0.3051535211267606,0.2552056338028169
916,1.4991690140845069,1.034,0.30706901408450704,0.2576704225352113
917,1.4950845070422534,1.034,0.30898450704225355,0.26013521126760564
918,1.4909999999999999,1.034,0.3109,0.2626
919,1.4897142857142855,1.032,0.3096714285714286,0.2621428571428571
920,1.4884285714285714,1.03,0.30844285714285713,0.2616857142857143
921,1.487142857142857,1.028,0.3072142857142857,0.2612285714285714
922,1.4858571428571428,1.026,0.3059857142857143,0.2607714285714286
923,1.4845714285714284,1.024,0.3047571428571429,0.2603142857142857
924,1.4832857142857143,1.022,0.3035285714285714,0.2598571428571429
925,1.482,1.02,0.3023,0.2594
926,1.477774647887324,1.018450704225352,0.3026239436619718,0.2591323943661972
927,1.4735492957746479,1.0169014084507042,0.3029478873239437,0.2588647887323944
928,1.4693239436619718,1.0153521126760565,0.3032718309859155,0.2585971830985916
929,1.4650985915492958,1.0138028169014086,0.30359577464788734,0.25832957746478874
930,1.4608732394366197,1.0122535211267607,0.30391971830985914,0.25806197183098595
931,1.4566478873239437,1.0107042253521128,0.30424366197183095,0.2577943661971831
932,1.4524225352112676,1.0091549295774649,0.3045676056338028,0.2575267605633803
933,1.4478857142857144,1.005104285714286,0.3010642857142858,0.25429857142857154
934,1.4433142857142858,1.0007757142857145,0.2971357142857144,0.25074142857142867
935,1.438742857142857,0.9964471428571431,0.29320714285714294,0.2471842857142858
936,1.4341714285714287,0.9921185714285716,0.2892785714285715,0.24362714285714293
937,1.4296,0.9877900000000002,0.2853500000000001,0.2400700000000001
938,1.4250285714285715,0.9834614285714287,0.28142142857142866,0.23651285714285722
939,1.4204571428571429,0.9791328571428572,0.27749285714285726,0.23295571428571438
940,1.4179428571428572,0.97762,0.2750171428571429,0.22916714285714296
941,1.415657142857143,0.9764200000000001,0.2727028571428572,0.22535285714285724
942,1.4133714285714287,0.9752200000000001,0.2703885714285715,0.22153857142857153
943,1.4110857142857143,0.9740200000000001,0.26807428571428576,0.21772428571428581
944,1.4088,0.97282,0.26576000000000005,0.2139100000000001
945,1.4065142857142858,0.97162,0.26344571428571434,0.21009571428571439
946,1.4042285714285716,0.9704200000000001,0.2611314285714286,0.20628142857142867
947,1.4038695652173914,0.9694521739130435,0.261995652173913,0.20762173913043475
948,1.4037246376811596,0.9685101449275363,0.26321304347826086,0.20953478260869562
949,1.4035797101449277,0.9675681159420291,0.2644304347826087,0.2114478260869565
950,1.4034347826086957,0.9666260869565217,0.26564782608695653,0.21336086956521735
951,1.4032898550724637,0.9656840579710145,0.2668652173913043,0.21527391304347823
952,1.403144927536232,0.9647420289855072,0.26808260869565215,0.2171869565217391
953,1.403,0.9638,0.2693,0.2191
954,1.3977142857142857,0.9612285714285714,0.2703428571428571,0.2207142857142857
955,1.3924285714285713,0.9586571428571429,0.2713857142857143,0.22232857142857143
956,1.387142857142857,0.9560857142857143,0.2724285714285714,0.22394285714285714
957,1.381857142857143,0.9535142857142856,0.2734714285714286,0.22555714285714284
958,1.3765714285714286,0.9509428571428571,0.2745142857142857,0.22717142857142855
959,1.3712857142857142,0.9483714285714285,0.2755571428571429,0.2287857142857143
960,1.3659999999999999,0.9458,0.2766,0.2304
961,1.363391304347826,0.9440173913043478,0.27374492753623186,0.22677681159420288
962,1.360782608695652,0.9422347826086956,0.27088985507246377,0.22315362318840576
963,1.3581739130434782,0.9404521739130435,0.2680347826086956,0.21953043478260864
964,1.3555652173913044,0.9386695652173913,0.2651797101449275,0.21590724637681155
965,1.3529565217391304,0.9368869565217391,0.2623246376811594,0.21228405797101443
966,1.3503478260869566,0.9351043478260869,0.2594695652173913,0.20866086956521732
967,1.3477101449275362,0.9331405797101449,0.256559420289855,0.20499710144927527
968,1.3448115942028986,0.9295463768115941,0.25315362318840573,0.20096811594202887
969,1.341913043478261,0.9259521739130434,0.24974782608695642,0.1969391304347825
970,1.3390144927536232,0.9223579710144926,0.24634202898550714,0.1929101449275361
971,1.3361159420289854,0.9187637681159418,0.24293623188405786,0.1888811594202897
972,1.3332173913043477,0.9151695652173911,0.23953043478260858,0.18485217391304332
973,1.3303188405797102,0.9115753623188404,0.23612463768115927,0.18082318840579695
974,1.3273235294117647,0.9088558823529411,0.2339235294117648,0.17821764705882367
975,1.3239411764705882,0.9096352941176471,0.2365411764705883,0.1813058823529413
976,1.3205588235294117,0.910414705882353,0.2391588235294118,0.1843941176470589
977,1.3171764705882352,0.9111941176470588,0.24177647058823531,0.18748235294117652
978,1.313794117647059,0.9119735294117647,0.24439411764705882,0.19057058823529413
979,1.3104117647058824,0.9127529411764705,0.24701176470588232,0.19365882352941174
980,1.3070294117647059,0.9135323529411765,0.24962941176470582,0.19674705882352936
981,1.3019855072463768,0.9118028985507248,0.24599420289855098,0.19388695652173937
982,1.294449275362319,0.9063101449275364,0.23297971014492774,0.18210434782608717
983,1.286913043478261,0.9008173913043479,0.21996521739130453,0.17032173913043497
984,1.2793768115942028,0.8953246376811594,0.2069507246376813,0.15853913043478274
985,1.2718405797101449,0.8898318840579711,0.19393623188405806,0.14675652173913054
