wl,EN,EO,NN,NO
912.9764404,0.021641723,0.039267795,0.024360019,0.041965758
914.0328369,0.020329637,0.037809676,0.023025411,0.040485286
914.9567261,0.01969568,0.037230831,0.022399954,0.039914878
916.0120239,0.019291211,0.036828901,0.021995876,0.039513336
916.9349976,0.019083712,0.036605364,0.021785904,0.039287345
917.9892578,0.018680912,0.036161789,0.021376816,0.038837529
919.0429688,0.018165409,0.035777118,0.02088149,0.038472883
919.9644775,0.017650157,0.035150777,0.020349106,0.037829538
921.0170898,0.017245544,0.034740673,0.019943646,0.037418593
921.9376831,0.016707631,0.034089052,0.019388197,0.036749567
922.9892578,0.016210404,0.033614619,0.018894485,0.036278623
924.0402832,0.015903991,0.033328468,0.018591197,0.035995574
924.9594116,0.015803062,0.033261674,0.018495532,0.035934005
926.0093994,0.015613936,0.03307066,0.018306114,0.035742702
927.0587158,0.015357246,0.032637065,0.018022142,0.035282029
927.9764404,0.015387505,0.032742231,0.018063953,0.035398661
929.0247192,0.015193223,0.032480549,0.017859277,0.035126662
929.9415283,0.015237085,0.032587228,0.017912827,0.035242957
930.9887695,0.01524885,0.032567044,0.017919664,0.035217882
932.0354004,0.015186308,0.032560755,0.017865798,0.035220203
932.9507446,0.015256584,0.032557005,0.017924657,0.035205122
933.9962769,0.015269798,0.032674305,0.017953924,0.035338354
935.0412598,0.015017661,0.03220117,0.017667704,0.034831392
935.9551392,0.015056984,0.032327884,0.017720505,0.034971482
936.9990845,0.015117043,0.032423428,0.017786036,0.035072458
938.0424194,0.015034967,0.032277817,0.017694162,0.034917122
938.954834,0.014995737,0.032253089,0.017657169,0.034894614
939.9970703,0.01497301,0.032072887,0.017610156,0.034690308
941.0386963,0.015078118,0.032228008,0.017722977,0.034853084
941.949707,0.0149643,0.032026148,0.017595581,0.034637748
942.9902954,0.015128161,0.032370887,0.017787337,0.035010173
944.0302734,0.014994747,0.032062384,0.01762692,0.03467487
944.9397583,0.015078156,0.032117419,0.017705954,0.034725561
945.9786987,0.015084815,0.032166235,0.017719115,0.034780831
947.0169678,0.0150001,0.032038369,0.017627745,0.034646359
948.0547485,0.014967932,0.032001863,0.017594908,0.03460919
948.9622803,0.015061055,0.032030083,0.017678021,0.034627475
949.9989014,0.015036328,0.03201826,0.017655284,0.034617627
951.0349121,0.015001492,0.03198821,0.017621187,0.03458831
951.940979,0.015086374,0.032135521,0.017715696,0.034745176
952.9759521,0.015025501,0.031852217,0.01762052,0.034427826
954.0103149,0.014999736,0.031977392,0.017618033,0.034576104
955.0440674,0.015025375,0.031992677,0.017642075,0.034589805
955.9481201,0.01489724,0.03184358,0.017510708,0.034437499
956.9807739,0.015028019,0.031971951,0.017641115,0.034565502
958.0128784,0.014900142,0.031776284,0.017502783,0.034359458
959.0443726,0.014937489,0.03188924,0.017551791,0.034483988
959.9464111,0.014878794,0.031643332,0.017464224,0.034209424
960.9768066,0.014804665,0.031589307,0.017393195,0.034158476
962.0065918,0.014883049,0.031755562,0.017485131,0.03433818
963.0357666,0.014970681,0.031763354,0.01756045,0.034333752
963.935791,0.014948522,0.031927959,0.017567093,0.034526945
964.9638672,0.014780624,0.031558359,0.017368089,0.03412647
