wl,EN,EO,NN,NO
965.991333,0.014769069,0.031570315,0.01736016,0.034142026
967.0182495,0.014680997,0.03143339,0.017264554,0.033997623
968.0445557,0.01456756,0.031245365,0.017139614,0.03379818
968.9420166,0.014485342,0.031029752,0.017036823,0.033562149
969.9672241,0.014628886,0.031306799,0.017200957,0.033859631
970.9917603,0.014487938,0.030966875,0.017029322,0.033489251
972.0157471,0.014732732,0.03144045,0.017309399,0.033997844
973.0391235,0.014698319,0.031348127,0.017266055,0.033896657
974.0618896,0.01478261,0.031497887,0.017360443,0.034056438
974.9562988,0.014370875,0.030783707,0.016902065,0.033295964
975.9779663,0.014622743,0.031111083,0.017165578,0.033634898
976.9989624,0.014630134,0.031304922,0.017201723,0.033857276
978.0194092,0.014646073,0.031181949,0.017196238,0.03371304
979.0392456,0.014771083,0.031418355,0.017338428,0.033966497
980.0584717,0.014650896,0.031176734,0.017199513,0.033706289
980.9498291,0.014615581,0.031025719,0.017146355,0.033537563
981.9678955,0.014727765,0.031219659,0.017271147,0.033744018
982.9854126,0.01492752,0.031432303,0.01747289,0.033958635
984.0022583,0.014494847,0.03070152,0.016994243,0.03318222
985.0185547,0.014922615,0.031274773,0.017444447,0.033777743
986.0342407,0.014920467,0.031246606,0.017438286,0.033745593
987.0493164,0.015061598,0.03136681,0.017576191,0.033862594
987.9369507,0.015133723,0.031361878,0.017636431,0.033845867
988.9508667,0.015693551,0.03238411,0.018267572,0.034938878
989.9641724,0.015536142,0.031671403,0.018024524,0.034141173
990.9768677,0.015809308,0.032166407,0.018331903,0.034670134
991.9889526,0.015738175,0.032036962,0.018251777,0.034531763
993.0004272,0.015755722,0.032068496,0.018271481,0.034565437
994.0112915,0.015930691,0.032229746,0.018444334,0.034724588
995.0215454,0.015789824,0.031877693,0.018270898,0.034340209
996.031189,0.015914469,0.032106698,0.018411637,0.034585188
997.0402222,0.016161877,0.032345269,0.018657682,0.034822407
998.048645,0.016343417,0.032625339,0.018854418,0.035117558
999.0563965,0.015936306,0.031843989,0.018389591,0.034278925
999.9377441,0.016487633,0.03259961,0.018972424,0.035065816
1000.944336,0.016539134,0.032857175,0.019055705,0.035354922
1001.950378,0.016618833,0.03283924,0.019120346,0.035322043
1002.95575,0.016506968,0.032467406,0.01896839,0.034910417
1003.960571,0.017153186,0.033687164,0.019703059,0.036217964
1004.964722,0.016800431,0.032818817,0.019270789,0.035270697
1005.968262,0.017029715,0.033074104,0.019504083,0.035529965
1006.971191,0.017183984,0.033328263,0.019673758,0.035799413
1007.97345,0.017435448,0.033628888,0.019932803,0.036107563
1008.975159,0.017526216,0.03385523,0.020044479,0.036354657
1009.976196,0.017587221,0.033693859,0.020071189,0.036159248
1010.976624,0.017986464,0.034007303,0.020457201,0.036459559
1011.97644,0.018012182,0.034023739,0.020481487,0.036474574
1012.975647,0.0183858,0.03444467,0.020862402,0.036902748
1013.974182,0.018457855,0.034125807,0.020874169,0.036524048
1014.972107,0.019154216,0.035089067,0.021611692,0.037528161
1015.969421,0.019652165,0.035663899,0.022121497,0.038114761
1016.966125,0.01984012,0.035764466,0.022295975,0.038201952
1017.962158,0.020368985,0.036553624,0.022864983,0.039030952
1018.957581,0.019936407,0.035970352,0.022409165,0.038424614
1019.952393,0.019771344,0.035723081,0.022231423,0.038164759
1020.946533,0.019418515,0.035298883,0.021867588,0.037729638
1021.940063,0.019957596,0.036151862,0.022455079,0.038630664
1023.057068,0.018872208,0.034566715,0.021292617,0.03696902
1024.049316,0.018778051,0.034985694,0.021277596,0.037466543
1025.040771,0.019041247,0.035468678,0.021574688,0.03798317
1026.031738,0.018098354,0.033873181,0.02053115,0.03628778
1027.022095,0.018182364,0.034359849,0.020677258,0.036836082
1028.011719,0.017396403,0.032989174,0.019801123,0.035375907
1029.000732,0.017375621,0.033426908,0.019851053,0.035883824
1029.989136,0.017147187,0.032906709,0.019577623,0.035318966
1030.976929,0.01599737,0.031191396,0.018340595,0.033517095
1031.964111,0.016285768,0.031511129,0.018633826,0.033841624
1032.950562,0.016252935,0.032003368,0.01868197,0.034414233
1034.05957,0.015159975,0.030078921,0.017460777,0.032362514
1035.044678,0.015364375,0.03109375,0.017790162,0.033501393
1036.029175,0.015166428,0.031072451,0.017619457,0.033507133
1037.013062,0.015466982,0.031957424,0.01801014,0.034481561
1037.996338,0.015239765,0.030687376,0.017622098,0.03305189
1038.978882,0.014266177,0.029687368,0.016644436,0.032047838
1039.960815,0.014464676,0.029323682,0.016756234,0.0315981
1040.942139,0.014916668,0.030768788,0.017361385,0.033195218
1042.045288,0.014041222,0.02909443,0.01636273,0.031398574
1043.025269,0.015208519,0.031061692,0.017653398,0.033488283
1044.004517,0.013851681,0.029393137,0.016248487,0.031772016
1044.983154,0.014512785,0.029739147,0.016860997,0.032069795
1045.961182,0.014779194,0.030652195,0.01722713,0.033081822
1047.060669,0.013433009,0.028435815,0.015746745,0.030732244
1048.037231,0.014654953,0.029700966,0.016975352,0.032004009
1049.013184,0.01403295,0.029267744,0.016382462,0.031599683
1049.988525,0.01294073,0.027723583,0.015220544,0.029986345
1050.963257,0.01396663,0.029883889,0.016421392,0.03232029
1052.05896,0.013899873,0.028904324,0.016213862,0.031201005
1053.032349,0.01291525,0.027541344,0.015170889,0.029780111
1054.005005,0.014136932,0.030201028,0.01661434,0.032659906
1054.976929,0.013555097,0.028407882,0.015845696,0.030681347
1055.948364,0.012986596,0.027589605,0.015238674,0.029824839
1057.040283,0.013254839,0.027219624,0.01540849,0.029357167
1058.010254,0.012992681,0.027400967,0.015214729,0.029606395
1058.979614,0.013341042,0.028416976,0.015666055,0.030724599
1059.948242,0.013668947,0.028287269,0.015923387,0.030524847
1061.037231,0.012193646,0.025585369,0.014258919,0.027635195
1062.004517,0.013912147,0.02855159,0.016169845,0.0307924
1062.971191,0.014073968,0.029173168,0.016402569,0.031484352
1064.057861,0.014305952,0.029356514,0.016627052,0.031660253
1065.023071,0.01354203,0.028364568,0.015827964,0.030633404
1065.987671,0.014347706,0.028962943,0.01660167,0.031200048
1066.951538,0.014504305,0.029634,0.016837609,0.031949851
1068.035156,0.015418947,0.0309709,0.017817372,0.033351385
1068.997681,0.014340721,0.029509396,0.016680036,0.031831214
1069.959473,0.015239933,0.0307469,0.01763142,0.033120499
1071.040771,0.013679971,0.028109333,0.015905269,0.030317988
1072.001221,0.013036194,0.026208736,0.015067665,0.028225013
1072.96106,0.014367979,0.029763575,0.01674229,0.032120127
1074.040039,0.01453611,0.030053613,0.016929222,0.032428825
1074.998413,0.013803562,0.027126509,0.015858229,0.029165808
1075.956177,0.014136972,0.028464633,0.016346586,0.03065772
1077.032715,0.014155522,0.028472918,0.016363553,0.030664434
1077.989014,0.014981183,0.030449367,0.017366688,0.03281703
1078.944702,0.01390396,0.028538315,0.016160873,0.030778346
1080.019043,0.014706123,0.02839571,0.016817333,0.030491129
1080.973267,0.014806412,0.028408977,0.016904202,0.030491076
1082.045898,0.015619734,0.029990903,0.017836058,0.032190649
1082.998779,0.015659032,0.030165545,0.017896228,0.032386009
1083.950928,0.015180774,0.02905106,0.017319852,0.031174138
1085.02124,0.015456979,0.02998131,0.017696924,0.0322045
1085.972046,0.01451198,0.028495427,0.016668509,0.030635826
1087.040771,0.015425366,0.030957232,0.017820692,0.033334642
1087.98999,0.015605451,0.030012824,0.017827358,0.032218112
1089.057251,0.018479222,0.035616725,0.021122171,0.038239905
1090.005127,0.016335428,0.029970512,0.018438233,0.032057589
1090.952271,0.012714679,0.025375328,0.014667207,0.02731325
1092.01709,0.015383113,0.028390398,0.017389098,0.030381379
1092.962769,0.017131406,0.03241671,0.019488708,0.03475638
1094.026001,0.014732519,0.027408737,0.016687448,0.029349043
1094.970337,0.015821822,0.030087299,0.018021846,0.032270868
1096.03186,0.01409025,0.027668631,0.01618431,0.029747028
1096.974854,0.013108639,0.02525202,0.014981393,0.027110766
1098.03479,0.013802154,0.029252253,0.016184871,0.031617148
1098.976196,0.016108072,0.030923772,0.018392952,0.033191561
1100.034546,0.01691415,0.031050238,0.019094219,0.033214002
