Wavelength (nm),PC,PH,PI,PK,WH_lie0_1,WH_lie0_2,,,,,,,
780.6678,1893.33333333333,2093,4143.66666666667,14735.6666666667,4320,4095,,,,,,,
781.0117,1900.33333333333,2081.66666666667,4147,14778.3333333333,4407,4133,,,,,,,
781.3556,1928,2108,4174.66666666667,14819,4406,4134,,,,,,,
781.6995,1933.66666666667,2125.66666666667,4216,14869,4427,4189,,,,,,,
782.0434,1977.66666666667,2150,4230.33333333333,14968.6666666667,4466,4210,,,,,,,
782.3873,2004.33333333333,2170,4251,15020.3333333333,4536,4273,,,,,,,
782.7312,2011.66666666667,2195.33333333333,4283.33333333333,15092.3333333333,4494,4293,,,,,,,
783.0751,2065,2217.33333333333,4325.33333333333,15254,4575,4344,,,,,,,
783.419,2091.33333333333,2253.66666666667,4380.66666666667,15375.3333333333,4614,4373,,,,,,,
783.7629,2145,2294.66666666667,4414.33333333333,15519,4696,4433,,,,,,,
784.1068,2155.66666666667,2327,4449.66666666667,15671,4726,4447,,,,,,,
784.4507,2182.66666666667,2341,4471.33333333333,15787.3333333333,4765,4492,,,,,,,
784.7946,2197.33333333333,2360.66666666667,4516.33333333333,15819.6666666667,4786,4495,,,,,,,
785.1385,2205,2357,4503.66666666667,15855.6666666667,4816,4562,,,,,,,
785.4824,2217.66666666667,2369.33333333333,4538.33333333333,15837.6666666667,4869,4583,,,,,,,
785.8263,2222,2379.33333333333,4522,15875,4806,4593,,,,,,,
786.1702,2266.33333333333,2390,4555.33333333333,15844.3333333333,4853,4568,,,,,,,
786.5141,2294.66666666667,2413,4546,15920,4913,4627,,,,,,,
786.858,2300.66666666667,2459.66666666667,4584,15985.3333333333,4903,4677,,,,,,,
787.2019,2334.66666666667,2461,4580.66666666667,16042.3333333333,4953,4677,,,,,,,
787.5458,2359.66666666667,2496.33333333333,4641,16202,4994,4714,,,,,,,
787.8897,2406,2521.33333333333,4706.66666666667,16334,5078,4830,,,,,,,
788.2336,2431,2535.33333333333,4747.33333333333,16513.3333333333,5069,4847,,,,,,,
788.5775,2479.66666666667,2608.66666666667,4799.66666666667,16640.3333333333,5167,4935,,,,,,,
788.9214,2490.66666666667,2611,4828,16732,5240,5020,,,,,,,
789.2653,2506,2611,4831,16832,5251,4983,,,,,,,
789.6092,2524,2629.66666666667,4849.33333333333,16831.6666666667,5301,4989,,,,,,,
789.9531,2527.66666666667,2648.66666666667,4831.33333333333,16806.3333333333,5228,5016,,,,,,,
790.297,2525,2652,4850,16723.3333333333,5286,4938,,,,,,,
790.6409,2520,2623.33333333333,4799,16672.3333333333,5215,4958,,,,,,,
790.9848,2529,2649.33333333333,4806.66666666667,16563,5243,5003,,,,,,,
791.3287,2530.33333333333,2653.33333333333,4788.33333333333,16519.6666666667,5264,4950,,,,,,,
791.6726,2530.66666666667,2648.66666666667,4752,16482.6666666667,5175,5006,,,,,,,
792.0165,2567.66666666667,2664,4792.33333333333,16518.6666666667,5218,4940,,,,,,,
792.3604,2585.66666666667,2703,4801,16646,5279,5022,,,,,,,
792.7043,2652.33333333333,2710.33333333333,4848.33333333333,16734.3333333333,5305,5048,,,,,,,
793.0482,2665.66666666667,2751,4931,16908.3333333333,5409,5100,,,,,,,
793.3921,2718.33333333333,2779.33333333333,4970.33333333333,17052.6666666667,5499,5257,,,,,,,
793.736,2721.33333333333,2804,4991,17146,5508,5259,,,,,,,
794.0799,2736.66666666667,2827.33333333333,5019.33333333333,17183.3333333333,5516,5303,,,,,,,
794.4238,2749.33333333333,2833,5022.66666666667,17219,5578,5252,,,,,,,
794.7677,2776.33333333333,2828.66666666667,4997,17219.3333333333,5503,5285,,,,,,,
795.1116,2764,2835.66666666667,4964.33333333333,17130.3333333333,5520,5216,,,,,,,
795.4555,2745,2837,4960.33333333333,17020.6666666667,5525,5236,,,,,,,
795.7994,2747,2797,4908.66666666667,16903.3333333333,5468,5203,,,,,,,
796.1433,2743.33333333333,2789.66666666667,4899.66666666667,16721,5407,5145,,,,,,,
796.4872,2739.33333333333,2788.66666666667,4877,16677.6666666667,5379,5185,,,,,,,
796.8311,2716.33333333333,2796,4827.66666666667,16546,5401,5121,,,,,,,
797.175,2735.66666666667,2806.66666666667,4840,16556.3333333333,5417,5121,,,,,,,
797.5189,2776.33333333333,2802.33333333333,4867.33333333333,16546.3333333333,5418,5119,,,,,,,
797.8628,2762.33333333333,2845.66666666667,4893.33333333333,16650.3333333333,5452,5162,,,,,,,
798.2067,2808.33333333333,2845.33333333333,4882.66666666667,16745,5522,5210,,,,,,,
798.5506,2842.33333333333,2897.66666666667,4953,16875.3333333333,5563,5292,,,,,,,
798.8945,2869,2927.33333333333,5001,17082,5644,5394,,,,,,,
799.2384,2886.66666666667,2949.66666666667,5086,17205.3333333333,5715,5360,,,,,,,
799.5823,2950.66666666667,3012.33333333333,5124.66666666667,17364.3333333333,5693,5479,,,,,,,
799.9262,2969,3012,5177.33333333333,17486.6666666667,5810,5547,,,,,,,
800.2701,2993.33333333333,3014.66666666667,5168.33333333333,17508.3333333333,5785,5494,,,,,,,
800.614,2986.33333333333,3029,5160.66666666667,17503.3333333333,5802,5531,,,,,,,
800.9579,2984,3009.66666666667,5107,17337.6666666667,5759,5449,,,,,,,
801.3018,2960.33333333333,2995,5070.33333333333,17111.6666666667,5721,5411,,,,,,,
801.6457,2921.33333333333,2962,5024.66666666667,16978.3333333333,5669,5363,,,,,,,
801.9896,2916.66666666667,2937.66666666667,4959.66666666667,16728.6666666667,5575,5377,,,,,,,
802.3335,2898.66666666667,2936,4942.66666666667,16549,5546,5318,,,,,,,
802.6774,2890.66666666667,2918,4904.66666666667,16429.3333333333,5547,5282,,,,,,,
803.0213,2914.33333333333,2912.66666666667,4891.66666666667,16497.3333333333,5605,5254,,,,,,,
803.3652,2926.66666666667,2952.66666666667,4936,16605.6666666667,5613,5389,,,,,,,
803.7091,2987,3020.33333333333,5042,16831,5734,5414,,,,,,,
804.053,3019.33333333333,3061,5104,17070.6666666667,5895,5586,,,,,,,
804.3969,3122.33333333333,3102,5225.33333333333,17388,5960,5687,,,,,,,
804.7408,3150.33333333333,3165,5286,17662.6666666667,6040,5743,,,,,,,
805.0847,3191.66666666667,3189.33333333333,5329.33333333333,17812,6128,5826,,,,,,,
805.4286,3228.33333333333,3256,5400.66666666667,17952.3333333333,6161,5848,,,,,,,
805.7725,3252.66666666667,3263,5404.33333333333,18014.6666666667,6175,5894,,,,,,,
806.1164,3248.33333333333,3241.33333333333,5387.33333333333,17929,6196,5846,,,,,,,
806.4603,3238,3204.33333333333,5316,17748,6097,5781,,,,,,,
806.8042,3203.33333333333,3169.66666666667,5260,17550.3333333333,5957,5755,,,,,,,
807.1481,3168.66666666667,3129,5149.66666666667,17308,5900,5681,,,,,,,
807.492,3134,3091.33333333333,5113.66666666667,16982,5851,5607,,,,,,,
807.8359,3070.66666666667,3075.33333333333,5060,16734.3333333333,5773,5530,,,,,,,
808.1798,3063.66666666667,3041.66666666667,5014.66666666667,16655,5812,5491,,,,,,,
808.5237,3102.33333333333,3081.66666666667,5057.33333333333,16654,5730,5470,,,,,,,
808.8676,3111,3094,5076.66666666667,16782,5829,5581,,,,,,,
809.2115,3168.66666666667,3146.66666666667,5143,16904.6666666667,5913,5704,,,,,,,
809.5554,3239.66666666667,3212,5243.33333333333,17261.3333333333,6104,5793,,,,,,,
809.8993,3304.66666666667,3257.33333333333,5337,17617.6666666667,6077,5861,,,,,,,
810.2432,3374,3327.33333333333,5418,17902.6666666667,6284,5999,,,,,,,
810.5871,3409,3378.33333333333,5501.66666666667,18153.3333333333,6299,6065,,,,,,,
810.931,3453.66666666667,3425.33333333333,5609.66666666667,18370.3333333333,6412,6143,,,,,,,
811.2749,3473.66666666667,3460,5570,18459.6666666667,6519,6167,,,,,,,
811.6188,3467.66666666667,3435,5598.66666666667,18430,6435,6107,,,,,,,
811.9627,3452.33333333333,3395,5578.66666666667,18309.3333333333,6324,6103,,,,,,,
812.3066,3451.66666666667,3392,5473.66666666667,18083.6666666667,6291,6068,,,,,,,
812.6505,3387.33333333333,3329,5415,17883.6666666667,6176,5962,,,,,,,
812.9944,3343.66666666667,3274.66666666667,5321.66666666667,17570.3333333333,6134,5852,,,,,,,
813.3383,3305.66666666667,3280,5241.66666666667,17253.3333333333,6070,5787,,,,,,,
813.6822,3256.33333333333,3232,5184.66666666667,16991.3333333333,5903,5656,,,,,,,
814.0261,3239.66666666667,3191.66666666667,5114,16856,5840,5636,,,,,,,
814.37,3241.66666666667,3225.33333333333,5082.66666666667,16745,5839,5634,,,,,,,
814.7139,3241.66666666667,3193.66666666667,5143.33333333333,16816.6666666667,5891,5635,,,,,,,
815.0578,3316,3266,5204,17037,5938,5717,,,,,,,
815.4017,3339,3308.33333333333,5280.33333333333,17360,6082,5772,,,,,,,
815.7456,3441.33333333333,3367,5395.66666666667,17642,6244,5916,,,,,,,
816.0895,3499.66666666667,3474.66666666667,5494.66666666667,18013.3333333333,6290,6067,,,,,,,
816.4334,3573.66666666667,3524,5615,18388,6422,6194,,,,,,,
816.7773,3643.66666666667,3604.33333333333,5673.66666666667,18644.3333333333,6502,6273,,,,,,,
817.1212,3650.33333333333,3601,5744,18776.3333333333,6606,6204,,,,,,,
817.4651,3658.66666666667,3612.33333333333,5748.33333333333,18841.3333333333,6550,6303,,,,,,,
817.809,3673,3593.33333333333,5722.66666666667,18779,6505,6225,,,,,,,
818.1529,3657,3566,5622.66666666667,18628.3333333333,6481,6192,,,,,,,
818.4968,3598.33333333333,3528.33333333333,5599,18424.6666666667,6334,6151,,,,,,,
818.8407,3540.33333333333,3473,5501,18125.3333333333,6216,6017,,,,,,,
819.1846,3497.33333333333,3427.66666666667,5384,17863,6161,5989,,,,,,,
819.5285,3458.66666666667,3363.66666666667,5348.33333333333,17574.3333333333,6073,5845,,,,,,,
819.8724,3431.66666666667,3360,5273.33333333333,17375.6666666667,5962,5717,,,,,,,
820.2163,3405.33333333333,3333,5241.66666666667,17254.6666666667,5965,5742,,,,,,,
820.5602,3431,3348.33333333333,5227.66666666667,17255.6666666667,5958,5707,,,,,,,
820.9041,3421.33333333333,3376,5277.66666666667,17345.3333333333,6006,5793,,,,,,,
821.248,3500,3413.66666666667,5328,17513.6666666667,6053,5815,,,,,,,
821.5919,3526,3467,5432.66666666667,17832,6194,5884,,,,,,,
821.9358,3632,3547,5524.33333333333,18142.6666666667,6273,6009,,,,,,,
822.2797,3701,3608.33333333333,5681,18440,6404,6165,,,,,,,
822.6236,3724,3671.66666666667,5727.33333333333,18776,6493,6231,,,,,,,
822.9675,3791.33333333333,3732.33333333333,5815,18992,6596,6284,,,,,,,
823.3114,3841,3750,5842.66666666667,19157,6583,6368,,,,,,,
823.6553,3880.33333333333,3768.66666666667,5859.66666666667,19205.3333333333,6608,6371,,,,,,,
823.9992,3839.33333333333,3757.66666666667,5838.66666666667,19180.3333333333,6536,6342,,,,,,,
824.3431,3801,3718.66666666667,5782.66666666667,18978.6666666667,6499,6284,,,,,,,
824.687,3739,3664.66666666667,5698.66666666667,18733.6666666667,6446,6199,,,,,,,
825.0309,3691.33333333333,3604.33333333333,5594,18337.6666666667,6340,6048,,,,,,,
825.3748,3657,3536.66666666667,5480.33333333333,18131,6212,5942,,,,,,,
825.7187,3601,3491.66666666667,5431,17850,6156,5845,,,,,,,
826.0626,3577.66666666667,3509,5399,17699.6666666667,6099,5877,,,,,,,
826.4065,3585.66666666667,3501,5351.66666666667,17590.3333333333,6072,5784,,,,,,,
826.7504,3589.66666666667,3519,5411,17620,6091,5878,,,,,,,
827.0943,3633,3569.66666666667,5472,17808.6666666667,6137,5915,,,,,,,
827.4382,3661.33333333333,3613,5516.33333333333,18000.6666666667,6221,5999,,,,,,,
827.7821,3751.33333333333,3665,5643,18315,6344,6086,,,,,,,
828.126,3823.66666666667,3737,5705,18631,6415,6185,,,,,,,
828.4699,3879,3794,5830.66666666667,18980.6666666667,6595,6288,,,,,,,
828.8138,3943.66666666667,3856.66666666667,5961.66666666667,19250,6733,6416,,,,,,,
829.1577,4002,3921.66666666667,5982,19537.6666666667,6745,6568,,,,,,,
829.5016,4018.66666666667,3910.33333333333,6039.33333333333,19624.6666666667,6803,6475,,,,,,,
829.8455,4005.66666666667,3928.33333333333,6017.66666666667,19635,6729,6426,,,,,,,
830.1894,3960.33333333333,3842.33333333333,5967.33333333333,19419.3333333333,6657,6362,,,,,,,
830.5333,3917.66666666667,3852,5870,19202.6666666667,6578,6311,,,,,,,
830.8772,3828.33333333333,3752.33333333333,5779.33333333333,18835.6666666667,6349,6198,,,,,,,
831.2211,3751,3654,5668,18419,6317,6030,,,,,,,
831.565,3721.66666666667,3613.33333333333,5534.66666666667,18057,6123,5925,,,,,,,
831.9089,3659.33333333333,3552,5432,17732,6094,5858,,,,,,,
832.2528,3603.66666666667,3557.66666666667,5356.33333333333,17491.3333333333,5939,5766,,,,,,,
832.5967,3602.33333333333,3526.66666666667,5312.33333333333,17372.3333333333,5921,5711,,,,,,,
832.9406,3611.33333333333,3490,5331.33333333333,17321.3333333333,5987,5754,,,,,,,
833.2845,3655,3572,5366.33333333333,17440.3333333333,5999,5746,,,,,,,
833.6284,3723.33333333333,3635.33333333333,5484,17748.6666666667,6061,5892,,,,,,,
833.9723,3786.33333333333,3709.66666666667,5577,18056,6195,5950,,,,,,,
834.3162,3855,3749.66666666667,5657,18387.3333333333,6316,6091,,,,,,,
834.6601,3885.66666666667,3795.66666666667,5757.66666666667,18650.3333333333,6388,6195,,,,,,,
835.004,3983,3873,5853.33333333333,18856,6539,6224,,,,,,,
835.3479,4008.66666666667,3901.66666666667,5942.33333333333,19060,6558,6332,,,,,,,
835.6918,4002,3913,5941,19205.3333333333,6604,6352,,,,,,,
836.0357,3998.66666666667,3901,5912.66666666667,19163,6619,6328,,,,,,,
836.3796,3962.66666666667,3864.66666666667,5907.33333333333,19016.3333333333,6530,6292,,,,,,,
836.7235,3903,3838,5800.33333333333,18770.3333333333,6400,6142,,,,,,,
837.0674,3841.33333333333,3741.66666666667,5685,18411.6666666667,6311,6061,,,,,,,
837.4113,3778,3686.66666666667,5571.33333333333,17988,6131,5886,,,,,,,
837.7552,3679.66666666667,3587.66666666667,5424.33333333333,17589.6666666667,6023,5811,,,,,,,
838.0991,3644.33333333333,3525,5321.66666666667,17208,5908,5684,,,,,,,
838.443,3564,3502.33333333333,5252.33333333333,16931.6666666667,5814,5604,,,,,,,
838.7869,3541.33333333333,3444.33333333333,5164.66666666667,16638,5711,5504,,,,,,,
839.1308,3502,3420.66666666667,5133.33333333333,16428.6666666667,5707,5485,,,,,,,
839.4747,3541.66666666667,3428,5140.66666666667,16444.3333333333,5701,5498,,,,,,,
839.8186,3575,3469.33333333333,5190.66666666667,16545,5744,5601,,,,,,,
840.1625,3646,3505,5236.66666666667,16747,5869,5635,,,,,,,
840.5064,3667.66666666667,3549.33333333333,5359,17008.6666666667,5971,5735,,,,,,,
840.8503,3747,3644,5445,17327.3333333333,6106,5842,,,,,,,
841.1942,3821.33333333333,3704.33333333333,5545.33333333333,17622.3333333333,6195,5933,,,,,,,
841.5381,3834.66666666667,3773,5615.33333333333,17820.6666666667,6254,6033,,,,,,,
841.882,3883,3799.33333333333,5686,18013.3333333333,6372,6091,,,,,,,
842.2259,3928.33333333333,3795.66666666667,5704.33333333333,18102.3333333333,6290,6116,,,,,,,
842.5698,3886,3757.33333333333,5683.66666666667,18061.6666666667,6324,6068,,,,,,,
842.9137,3871.66666666667,3733,5650,17878.6666666667,6298,6054,,,,,,,
843.2576,3806.66666666667,3670.66666666667,5525.33333333333,17615.3333333333,6136,5942,,,,,,,
843.6015,3752.33333333333,3610.33333333333,5422.33333333333,17237,6053,5829,,,,,,,
843.9454,3648.66666666667,3532.66666666667,5289.33333333333,16817,5853,5705,,,,,,,
844.2893,3576.33333333333,3449,5170.66666666667,16389.3333333333,5767,5558,,,,,,,
844.6332,3508,3394.33333333333,5048.33333333333,15988.6666666667,5658,5424,,,,,,,
844.9771,3449.33333333333,3328,4954.66666666667,15641,5538,5319,,,,,,,
845.321,3433.66666666667,3323,4921.66666666667,15451.3333333333,5519,5296,,,,,,,
845.6649,3428.66666666667,3300,4917.33333333333,15387.3333333333,5509,5287,,,,,,,
846.0088,3449,3309,4923.33333333333,15456.6666666667,5515,5318,,,,,,,
846.3527,3505,3353.33333333333,5001.66666666667,15654.3333333333,5593,5393,,,,,,,
846.6966,3558,3448.33333333333,5086.33333333333,15905,5712,5474,,,,,,,
847.0405,3627.66666666667,3496,5198,16220,5862,5667,,,,,,,
847.3844,3698,3609,5334,16616,5970,5779,,,,,,,
847.7283,3829.33333333333,3666,5450,16971.6666666667,6152,5943,,,,,,,
848.0722,3884.33333333333,3756.33333333333,5537,17328.3333333333,6253,6000,,,,,,,
848.4161,3903.66666666667,3755.33333333333,5620.66666666667,17511,6338,6079,,,,,,,
848.76,3960.66666666667,3789,5631.33333333333,17566.6666666667,6345,6053,,,,,,,
849.1039,3900.33333333333,3752.66666666667,5556,17380,6256,6011,,,,,,,
849.4478,3827.66666666667,3692.66666666667,5486.66666666667,17177,6174,5920,,,,,,,
849.7917,3742.33333333333,3612.66666666667,5390.66666666667,16751,6042,5831,,,,,,,
850.1356,3658.33333333333,3558.33333333333,5264,16367.6666666667,5821,5669,,,,,,,
850.4795,3596.66666666667,3447.33333333333,5100.33333333333,15912.6666666667,5714,5574,,,,,,,
850.8234,3490,3379,5024,15560.3333333333,5606,5449,,,,,,,
851.1673,3437.66666666667,3315,4922.66666666667,15282.3333333333,5576,5321,,,,,,,
851.5112,3404.66666666667,3286.66666666667,4859.33333333333,15044.6666666667,5473,5297,,,,,,,
851.8551,3414.66666666667,3272.66666666667,4823.66666666667,15004.6666666667,5445,5274,,,,,,,
852.199,3474.66666666667,3336,4874,15025,5533,5315,,,,,,,
852.5429,3463.33333333333,3346.66666666667,4943.66666666667,15253,5595,5423,,,,,,,
852.8868,3520,3412,5083,15551.3333333333,5662,5542,,,,,,,
853.2307,3671.66666666667,3498,5195.33333333333,15875.6666666667,5877,5636,,,,,,,
853.5746,3726,3561,5266.66666666667,16215.3333333333,5999,5745,,,,,,,
853.9185,3794,3653,5375.33333333333,16541.3333333333,6040,5877,,,,,,,
854.2624,3831.66666666667,3687.33333333333,5461.66666666667,16845,6154,5924,,,,,,,
854.6063,3897,3738,5552,17037,6273,6005,,,,,,,
854.9502,3876.66666666667,3752,5551.33333333333,17119.3333333333,6309,6117,,,,,,,
855.2941,3897,3770,5592.33333333333,17156,6266,6049,,,,,,,
855.638,3880.33333333333,3756.33333333333,5541,17067.3333333333,6216,6012,,,,,,,
855.9819,3849.33333333333,3699,5439,16872.6666666667,6091,5926,,,,,,,
856.3258,3768,3621,5343,16614.6666666667,6057,5788,,,,,,,
856.6697,3666.33333333333,3541.66666666667,5221.33333333333,16224,5877,5672,,,,,,,
857.0136,3564.33333333333,3436.33333333333,5127.33333333333,15849,5729,5528,,,,,,,
857.3575,3507,3391,5046,15456,5624,5318,,,,,,,
857.7014,3438.66666666667,3350.33333333333,4921.66666666667,15264.3333333333,5490,5259,,,,,,,
858.0453,3437,3296.66666666667,4879.66666666667,15134.3333333333,5462,5278,,,,,,,
858.3892,3402.33333333333,3301.66666666667,4873.66666666667,15053.3333333333,5430,5231,,,,,,,
858.7331,3458.33333333333,3332.33333333333,4885.66666666667,15168.3333333333,5409,5262,,,,,,,
859.077,3510.33333333333,3374,4956,15364.6666666667,5484,5324,,,,,,,
859.4209,3552,3439,5041.66666666667,15605.3333333333,5594,5330,,,,,,,
859.7648,3618.66666666667,3493.33333333333,5104.66666666667,15874.3333333333,5718,5501,,,,,,,
860.1087,3688,3551.33333333333,5250.33333333333,16133.6666666667,5779,5530,,,,,,,
860.4526,3725,3616.66666666667,5317.33333333333,16474,5882,5689,,,,,,,
860.7965,3796,3689.33333333333,5402.66666666667,16720.3333333333,5955,5744,,,,,,,
861.1404,3847,3723.66666666667,5481,16859.6666666667,6024,5763,,,,,,,
861.4843,3835,3717.66666666667,5495.33333333333,16980,6007,5809,,,,,,,
861.8282,3830.66666666667,3716,5484.33333333333,16966.6666666667,5998,5790,,,,,,,
862.1721,3754.66666666667,3645.66666666667,5378.66666666667,16755.3333333333,5908,5702,,,,,,,
862.516,3700.66666666667,3581.66666666667,5306.33333333333,16488.6666666667,5791,5578,,,,,,,
862.8599,3624.66666666667,3504,5176,16107.6666666667,5704,5457,,,,,,,
863.2038,3527,3408.66666666667,5076.66666666667,15723,5530,5385,,,,,,,
863.5477,3467,3365.66666666667,4949.66666666667,15355,5457,5230,,,,,,,
863.8916,3412.33333333333,3294.33333333333,4833,15055,5299,5128,,,,,,,
864.2355,3364.66666666667,3249.66666666667,4795,14804.6666666667,5280,5065,,,,,,,
864.5794,3352.33333333333,3228,4764,14663.6666666667,5208,5018,,,,,,,
864.9233,3346.66666666667,3255,4759.33333333333,14677.3333333333,5257,5080,,,,,,,
865.2672,3401,3254.66666666667,4779.33333333333,14721.6666666667,5249,5127,,,,,,,
865.6111,3440.33333333333,3313.66666666667,4851.33333333333,14895.6666666667,5358,5121,,,,,,,
865.955,3469.33333333333,3381,4921,15076.6666666667,5393,5234,,,,,,,
866.2989,3538,3395,4991.66666666667,15296.6666666667,5507,5322,,,,,,,
866.6428,3551.33333333333,3456.66666666667,5071.66666666667,15437,5579,5415,,,,,,,
866.9867,3608.33333333333,3470,5128.33333333333,15616,5619,5361,,,,,,,
867.3306,3630,3495.33333333333,5118,15769.6666666667,5675,5453,,,,,,,
867.6745,3644.66666666667,3522.33333333333,5191,15798.6666666667,5685,5492,,,,,,,
868.0184,3656.66666666667,3495,5157.33333333333,15796.3333333333,5695,5521,,,,,,,
868.3623,3623.66666666667,3495.33333333333,5156.33333333333,15778.6666666667,5688,5471,,,,,,,
868.7062,3587.66666666667,3451,5123.66666666667,15664.6666666667,5567,5405,,,,,,,
869.0501,3532.33333333333,3433,5060,15491.6666666667,5543,5324,,,,,,,
869.394,3472.66666666667,3360.33333333333,4956.66666666667,15185.3333333333,5437,5210,,,,,,,
869.7379,3395.66666666667,3285.33333333333,4868.33333333333,14810.6666666667,5301,5158,,,,,,,
870.0818,3365.33333333333,3252.66666666667,4773,14510.6666666667,5192,5067,,,,,,,
870.4257,3291.66666666667,3196,4671,14256,5128,4983,,,,,,,
870.7696,3302.33333333333,3192.66666666667,4652,14082,5142,4934,,,,,,,
871.1135,3276,3149.33333333333,4620.33333333333,13947,5077,4880,,,,,,,
871.4574,3258,3154.66666666667,4562.66666666667,13890.3333333333,5026,4854,,,,,,,
871.8013,3294,3179.66666666667,4595.33333333333,13863.6666666667,5061,4885,,,,,,,
872.1452,3311.66666666667,3172.66666666667,4629.33333333333,13939.3333333333,5128,4942,,,,,,,
872.4891,3340,3238,4699.66666666667,14114,5126,5003,,,,,,,
872.833,3421,3272.66666666667,4749.33333333333,14220,5250,5123,,,,,,,
873.1769,3453.66666666667,3278.33333333333,4836.33333333333,14448.6666666667,5311,5183,,,,,,,
873.5208,3487.66666666667,3335.33333333333,4879.33333333333,14538,5405,5216,,,,,,,
873.8647,3474,3337,4862.33333333333,14631.3333333333,5471,5294,,,,,,,
874.2086,3480.33333333333,3357,4905,14638,5499,5285,,,,,,,
874.5525,3482.33333333333,3294.66666666667,4841,14545.6666666667,5434,5251,,,,,,,
874.8964,3436.33333333333,3282.33333333333,4806.33333333333,14363.3333333333,5361,5169,,,,,,,
875.2403,3384.33333333333,3251.66666666667,4758.66666666667,14168.3333333333,5328,5145,,,,,,,
875.5842,3298.33333333333,3213,4719.33333333333,13978.3333333333,5230,5043,,,,,,,
875.9281,3298,3164.66666666667,4633.33333333333,13718,5180,4975,,,,,,,
876.272,3241.66666666667,3101.33333333333,4548.33333333333,13452.3333333333,5062,4876,,,,,,,
876.6159,3184.66666666667,3070.66666666667,4444.33333333333,13121.3333333333,5044,4823,,,,,,,
876.9598,3170.33333333333,3024.33333333333,4386.66666666667,12885.3333333333,4969,4803,,,,,,,
877.3037,3119.33333333333,2990,4331,12785.6666666667,4894,4789,,,,,,,
877.6476,3118,2976.66666666667,4349.66666666667,12647.6666666667,4930,4749,,,,,,,
877.9915,3124.33333333333,3013.33333333333,4331,12590,4896,4697,,,,,,,
878.3354,3112.66666666667,2986.33333333333,4324.66666666667,12522.6666666667,4903,4730,,,,,,,
878.6793,3110.33333333333,2995,4329.66666666667,12509.3333333333,4909,4736,,,,,,,
879.0232,3132,2988.66666666667,4303.33333333333,12527,4907,4714,,,,,,,
879.3671,3154.66666666667,3005.33333333333,4329.66666666667,12535.6666666667,4884,4737,,,,,,,
879.711,3170.33333333333,3027,4380.33333333333,12702.3333333333,4943,4768,,,,,,,
880.0549,3170,3024.66666666667,4411.33333333333,12774,4983,4807,,,,,,,
880.3988,3168,3048,4457.33333333333,12912.3333333333,4993,4822,,,,,,,
880.7427,3175.66666666667,3037.66666666667,4494.66666666667,13027.3333333333,5025,4881,,,,,,,
881.0866,3198.66666666667,3041.66666666667,4518.33333333333,13079.6666666667,5051,4883,,,,,,,
881.4305,3157.66666666667,3057.33333333333,4493.33333333333,13084,4992,4850,,,,,,,
881.7744,3172.66666666667,3015.66666666667,4475.33333333333,13077.3333333333,4968,4778,,,,,,,
882.1183,3149,3034.33333333333,4438.66666666667,12958.6666666667,4877,4778,,,,,,,
882.4622,3128,3004.33333333333,4387.33333333333,12867.6666666667,4821,4640,,,,,,,
882.8061,3099.66666666667,2997,4368.33333333333,12733.3333333333,4766,4626,,,,,,,
883.15,3086,2961,4332.66666666667,12652.6666666667,4709,4556,,,,,,,
883.4939,3053,2910,4232.66666666667,12479.3333333333,4700,4502,,,,,,,
883.8378,3017,2880,4206,12307.6666666667,4627,4433,,,,,,,
884.1817,2995.66666666667,2866.33333333333,4184.33333333333,12171.3333333333,4561,4422,,,,,,,
884.5256,2954.33333333333,2864.66666666667,4165,12084.3333333333,4541,4429,,,,,,,
884.8695,2985.33333333333,2870.33333333333,4164.33333333333,12062.6666666667,4510,4440,,,,,,,
885.2134,2958.33333333333,2868.33333333333,4178,12135,4545,4385,,,,,,,
885.5573,2969.66666666667,2848.33333333333,4195.66666666667,12159.6666666667,4569,4420,,,,,,,
885.9012,2944.66666666667,2836.66666666667,4220.66666666667,12213,4593,4409,,,,,,,
886.2451,2939,2824,4158.33333333333,12158,4565,4408,,,,,,,
886.589,2947.33333333333,2842,4187.66666666667,12171,4615,4425,,,,,,,
886.9329,2947.66666666667,2838.66666666667,4186,12141.3333333333,4546,4396,,,,,,,
887.2768,2948.33333333333,2828.66666666667,4196.66666666667,12107,4568,4409,,,,,,,
887.6207,2930.33333333333,2812,4166.33333333333,12065.3333333333,4494,4392,,,,,,,
887.9646,2918.66666666667,2805.33333333333,4116.33333333333,11965.6666666667,4487,4320,,,,,,,
888.3085,2901,2775,4089.33333333333,11877.3333333333,4467,4334,,,,,,,
888.6524,2856,2771,4067.33333333333,11724,4426,4254,,,,,,,
888.9963,2826.66666666667,2730.33333333333,4007.66666666667,11481,4395,4196,,,,,,,
889.3402,2810,2717.66666666667,3908.33333333333,11321,4293,4111,,,,,,,
889.6841,2762.33333333333,2662,3876.66666666667,11097.6666666667,4272,4122,,,,,,,
890.028,2740,2634,3841,10916,4195,4016,,,,,,,
890.3719,2714.66666666667,2612.33333333333,3796.33333333333,10786.6666666667,4195,4049,,,,,,,
890.7158,2706.66666666667,2578.33333333333,3796.66666666667,10696.3333333333,4202,4073,,,,,,,
891.0597,2654.66666666667,2565.33333333333,3751.66666666667,10515.6666666667,4135,4028,,,,,,,
891.4036,2638.33333333333,2529,3710.33333333333,10436.6666666667,4122,4001,,,,,,,
