epoch,spec_rmsp,absorb_rmsp,s_b,s_s,s_w,s_f,s_m,s_muspx,s_bmie,f_b,f_s,f_f,f_muspx,f_bmie,m_b,m_s,m_w,m_c,m_muspx,m_bmie,i_s,i_muspx,i_bmie,c_s,c_muspx,c_bmie
0.0,8.198664050740874,0.0,0.1063825538013829,1.2506140945402664,0.9833854473502732,0.01478768058083685,0.0013165393890992585,34.287130029480764,0.8381931659843901,0.0351770456782378,0.21403602427057386,0.9100057627995777,27.993324617830016,0.16154895106783604,0.03659403400461416,0.26535045711947414,0.16375701907811108,1.4303206443628937,10.604442752435602,0.7452582001364743,0.43261813441905156,0.45674602542360354,1.0,0.7851324224176859,1.2089991913788298,1.0
1.0,8.329444290832576,0.0,0.10541724236688171,1.2273570723065674,0.9870962550141433,0.019157683625419815,0.0013104916878147678,33.60003497395142,0.8870461113978169,0.032940807909413145,0.17033533707850926,0.9074313349015313,27.843686128780334,0.14735402643555018,0.035802107209294685,0.2976942413552192,0.1847993537013429,1.611182163237221,10.441091463060605,0.6199142643545625,0.43241616699796004,0.5227302444144067,1.0,0.7863271523304498,1.045626880319638,1.0
2.0,8.392100728937299,0.0,0.10442713073325927,1.2344134686461747,0.9828904557580438,0.019048209213310144,0.0013259185006962936,34.57598719622104,0.8809917783855081,0.03248280938136276,0.16233212506770497,0.9072994185748703,27.956089056518802,0.17959149455237167,0.036268713553819616,0.3003542536997568,0.2020878783602439,1.5566698303603925,10.62016159615216,0.6814261437201012,0.4364660674393399,0.5113737789788181,1.0,0.7908040148079152,1.0679552527429699,1.0
3.0,8.437404554049518,0.0,0.10529473982901967,1.2319513341221513,0.9792812951403964,0.018242274298836028,0.0012198963580047273,35.34074594946352,0.8707331209999951,0.03408271151417929,0.1908161400263416,0.9098507146337016,27.88374590734039,0.16874730707698923,0.03705930519700122,0.28855553121597893,0.18752257587246496,1.4568834241188702,10.674289525176913,0.695631770071893,0.4340093738354932,0.4770872553416061,1.0,0.7864601674969147,1.1090700674910008,1.0
4.0,8.451585864040819,0.0,0.10500761323963692,1.2328400276806635,0.991645768235841,0.01451387593883819,0.0012241284713000917,34.48286602053737,0.905472894874078,0.034165534788388435,0.13404164732892174,0.907731937879724,27.59785325920101,0.1342931066786653,0.036629147663087794,0.31491557585035773,0.2159341704023665,1.5634019710144904,10.632585856857489,0.6564236342355192,0.42825139789239053,0.5135071579737708,1.0,0.7822954919037168,1.0762580466199376,1.0
5.0,8.45266141641298,0.0,0.10595385052120268,1.2487629927908304,0.9860636273851032,0.018864782087014458,0.0014899662804919887,33.80742622352646,0.858428300654777,0.030821415190998406,0.18367416962353622,0.9073807719163156,28.258933652379316,0.18450912277418252,0.03525338871225097,0.2782521965518539,0.1984661033059098,1.5930449913320563,10.47343369064058,0.7028059076655326,0.4357795326714561,0.5214530067116945,1.0,0.7891338539036448,1.0879606994069304,1.0
6.0,8.471897899119492,0.0,0.10316164333871419,1.2230188685511192,0.9793150971753566,0.020644367611823165,0.0011634097510564965,35.689957519257334,0.9125410087545469,0.0332851421507388,0.14011203031998387,0.9074214146702682,27.669344586088137,0.1749859110907298,0.03718027589216839,0.31800902862283087,0.22201474145700195,1.5241763987306076,10.775769999525483,0.6600008771385916,0.4364199646013525,0.5046608814017108,1.0,0.7909821530186171,1.0377314135861395,1.0
7.0,8.494928048333234,0.0,0.10508605735454038,1.2422518654892238,0.9910435663965595,0.011955677896763647,0.001352991623678463,34.07474707751895,0.8682267311260639,0.033190318389966014,0.13264173641595076,0.9070100530813632,27.630675763309,0.14617402896543474,0.036062480949009504,0.31251891958433586,0.18824853879552123,1.5715204864129428,10.61126117464431,0.6898186923000471,0.4312785124603874,0.5144915805369918,1.0,0.783723443954844,1.0984005291482355,1.0
8.0,8.501772526267846,0.0,0.10614469496041011,1.2614812819710302,0.9880122184485172,0.016505426702650434,0.001537360206680168,32.85161728075473,0.8380792375399926,0.031675937643259724,0.17900868362483557,0.9063425956304333,28.303040153210603,0.1661553380507247,0.034858108648846635,0.27155046531177107,0.1728451531966872,1.6140785858205642,10.405424179127037,0.7257770892568428,0.43353367133385995,0.5083224554631433,1.0,0.7877329763986802,1.136647019833996,1.0
9.0,8.540217832438477,0.0,0.10417124348637882,1.2339144433356577,0.9911113415469376,0.013389634198155158,0.0012711796305076976,33.94888364201255,0.8877072681248563,0.033818992064263795,0.13222243327623207,0.9069789767497145,27.661608383932865,0.1344358080998564,0.03667054805114836,0.3199429652200878,0.1872438031603133,1.5815584045080608,10.61287841987195,0.6759622507797611,0.4298596740913747,0.5096718810199959,1.0,0.7833392340583252,1.0812326147037368,1.0
